공장명(국가),차량 모델,판매 구분,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,연도
BHMC, Sonata (DN8c),내수용,1207,0,0,0,0,0,0,0,0,0,0,0,2025
BHMC, Custo (KU),내수용,864,0,0,0,0,0,0,0,0,0,0,0,2025
BHMC, Mufasa (NU2),내수용,1922,0,0,0,0,0,0,0,0,0,0,0,2025
BHMC, La festa (SQ),내수용,1,0,0,0,0,0,0,0,0,0,0,0,2025
BHMC, Verna (YC),내수용,0,0,0,0,0,0,0,0,0,0,0,0,2025
BHMC, Celesta (ID),내수용,0,0,0,0,0,0,0,0,0,0,0,0,2025
BHMC, Mistra (DU2),내수용,0,0,0,0,0,0,0,0,0,0,0,0,2025
BHMC, Tucson (NX4c),내수용,1485,0,0,0,0,0,0,0,0,0,0,0,2025
BHMC, Tucson HEV (NX4c HEV),내수용,0,0,0,0,0,0,0,0,0,0,0,0,2025
BHMC, ix35 (NU),내수용,0,0,0,0,0,0,0,0,0,0,0,0,2025
BHMC, Santa Fe (MX5c),내수용,151,0,0,0,0,0,0,0,0,0,0,0,2025
BHMC, Santa Fe (TMc),내수용,1,0,0,0,0,0,0,0,0,0,0,0,2025
BHMC, Elantra (CN7c),수출용,3524,0,0,0,0,0,0,0,0,0,0,0,2025
BHMC, Custo (KU),수출용,144,0,0,0,0,0,0,0,0,0,0,0,2025
BHMC, Mufasa (NU2),수출용,120,0,0,0,0,0,0,0,0,0,0,0,2025
BHMC, Santa Fe (MX5c),수출용,1,0,0,0,0,0,0,0,0,0,0,0,2025
BHMC, Tucson (NX4c),수출용,0,0,0,0,0,0,0,0,0,0,0,0,2025
BHMC, Sonata (DN8c),수출용,2000,0,0,0,0,0,0,0,0,0,0,0,2025
HMMA,Elantra (CN7a),내수용,0,0,0,0,0,0,0,0,0,0,0,0,2025
HMMA,Sonata (DN8a),내수용,0,0,0,0,0,0,0,0,0,0,0,0,2025
HMMA,Tucson (NX4a),내수용,8303,0,0,0,0,0,0,0,0,0,0,0,2025
HMMA,Tucson OB (NX4a OB),내수용,1720,0,0,0,0,0,0,0,0,0,0,0,2025
HMMA,Santa-Fe (TMa),내수용,0,0,0,0,0,0,0,0,0,0,0,0,2025
HMMA,Santa-Fe HEV (TMa HEV),내수용,0,0,0,0,0,0,0,0,0,0,0,0,2025
HMMA,Santa-Fe (MX5a),내수용,6052,0,0,0,0,0,0,0,0,0,0,0,2025
HMMA,Santa-Fe (MX5a HEV),내수용,2325,0,0,0,0,0,0,0,0,0,0,0,2025
HMMA,GV70 (JKa),내수용,1930,0,0,0,0,0,0,0,0,0,0,0,2025
HMMA,GV70 EV (Jka EV),내수용,227,0,0,0,0,0,0,0,0,0,0,0,2025
HMMA,Elantra(CN7a),수출용,0,0,0,0,0,0,0,0,0,0,0,0,2025
HMMA,Sonata (DN8a),수출용,0,0,0,0,0,0,0,0,0,0,0,0,2025
HMMA,Tucson (NX4a),수출용,1500,0,0,0,0,0,0,0,0,0,0,0,2025
HMMA,Tucson OB (NX4a OB),수출용,395,0,0,0,0,0,0,0,0,0,0,0,2025
HMMA,Santa-Fe (TMa),수출용,0,0,0,0,0,0,0,0,0,0,0,0,2025
HMMA,Santa-Fe (MX5a),수출용,797,0,0,0,0,0,0,0,0,0,0,0,2025
HMMA,Santa-Fe (MX5a HEV),수출용,0,0,0,0,0,0,0,0,0,0,0,0,2025
HMMA,GV70 (JKa),수출용,0,0,0,0,0,0,0,0,0,0,0,0,2025
HMMA,GV70 EV (Jka EV),수출용,2,0,0,0,0,0,0,0,0,0,0,0,2025
HMGMA,Ioniq5 (NEa),내수용,1623,0,0,0,0,0,0,0,0,0,0,0,2025
HMGMA,Ioniq5 (NEa),수출용,0,0,0,0,0,0,0,0,0,0,0,0,2025
HMMC, i30 (PDe),수출용,2621,0,0,0,0,0,0,0,0,0,0,0,2025
HMMC, i30 (Pde N),수출용,155,0,0,0,0,0,0,0,0,0,0,0,2025
HMMC, Kona EV (OSe EV),수출용,0,0,0,0,0,0,0,0,0,0,0,0,2025
HMMC, Kona EV (SX2e EV),수출용,2722,0,0,0,0,0,0,0,0,0,0,0,2025
HMMC, Tucson (TLe),수출용,0,0,0,0,0,0,0,0,0,0,0,0,2025
HMMC, Tucson (NX4e),수출용,9552,0,0,0,0,0,0,0,0,0,0,0,2025
HMMC, Tucson HEV (NX4e HEV),수출용,5765,0,0,0,0,0,0,0,0,0,0,0,2025
HMMC, Tucson PHEV (NX4e PHEV),수출용,1878,0,0,0,0,0,0,0,0,0,0,0,2025
HMB,HB20 (BR2),내수용,5104,0,0,0,0,0,0,0,0,0,0,0,2025
HMB,Creta (GSb),내수용,0,0,0,0,0,0,0,0,0,0,0,0,2025
HMB,Creta (SU2b),내수용,4712,0,0,0,0,0,0,0,0,0,0,0,2025
HMB,HB20 (BR2),수출용,877,0,0,0,0,0,0,0,0,0,0,0,2025
HMB,Creta (GSb),수출용,0,0,0,0,0,0,0,0,0,0,0,0,2025
HMB,Creta (SU2b),수출용,0,0,0,0,0,0,0,0,0,0,0,0,2025
HMMI,Stargazer (KS),내수용,201,0,0,0,0,0,0,0,0,0,0,0,2025
HMMI,Kona EV (SX2id EV) ,내수용,61,0,0,0,0,0,0,0,0,0,0,0,2025
HMMI,IONIQ5 (NEid),내수용,0,0,0,0,0,0,0,0,0,0,0,0,2025
HMMI,IONIQ5 (NEid N),내수용,10,0,0,0,0,0,0,0,0,0,0,0,2025
HMMI,Santa-Fe (TMid),내수용,0,0,0,0,0,0,0,0,0,0,0,0,2025
HMMI,Santa-Fe (MX5id),내수용,73,0,0,0,0,0,0,0,0,0,0,0,2025
HMMI,Santa-Fe (MX5id HEV),내수용,121,0,0,0,0,0,0,0,0,0,0,0,2025
HMMI,Creta (SU2id),내수용,634,0,0,0,0,0,0,0,0,0,0,0,2025
HMMI,Stargazer (KS),수출용,525,0,0,0,0,0,0,0,0,0,0,0,2025
HMMI,Kona EV (SX2id EV) ,수출용,0,0,0,0,0,0,0,0,0,0,0,0,2025
HMMI,IONIQ5 (NEid),수출용,0,0,0,0,0,0,0,0,0,0,0,0,2025
HMMI,IONIQ5 (NEid N),수출용,0,0,0,0,0,0,0,0,0,0,0,0,2025
HMMI,Santa-Fe (TMid),수출용,0,0,0,0,0,0,0,0,0,0,0,0,2025
HMMI,Santa-Fe (MX5id),수출용,0,0,0,0,0,0,0,0,0,0,0,0,2025
HMMI,Santa-Fe (MX5id HEV),수출용,0,0,0,0,0,0,0,0,0,0,0,0,2025
HMMI,Creta (SU2id),수출용,2423,0,0,0,0,0,0,0,0,0,0,0,2025
HTBC,HTBC,내수용,10,0,0,0,0,0,0,0,0,0,0,0,2025
HTBC,HTBC,수출용,28,0,0,0,0,0,0,0,0,0,0,0,2025
KMX,NX4m,내수용,0,0,0,0,0,0,0,0,0,0,0,0,2025
KMX,HCm,내수용,0,0,0,0,0,0,0,0,0,0,0,0,2025
KMX,NX4m,수출용,2000,0,0,0,0,0,0,0,0,0,0,0,2025
KMX,HCm,수출용,0,0,0,0,0,0,0,0,0,0,0,0,2025
Vietnam,i10(AI3v 4DR),내수용,91,0,0,0,0,0,0,0,0,0,0,0,2025
Vietnam,i10(AI3v 5DR),내수용,275,0,0,0,0,0,0,0,0,0,0,0,2025
Vietnam,Accent (HCv),내수용,0,0,0,0,0,0,0,0,0,0,0,0,2025
Vietnam,Accent (BN7v),내수용,800,0,0,0,0,0,0,0,0,0,0,0,2025
Vietnam,Elantra (CN7v),내수용,119,0,0,0,0,0,0,0,0,0,0,0,2025
Vietnam,Venue (QXv),내수용,299,0,0,0,0,0,0,0,0,0,0,0,2025
Vietnam,Creta (SU2v),내수용,812,0,0,0,0,0,0,0,0,0,0,0,2025
Vietnam,Tucson (NX4v),내수용,673,0,0,0,0,0,0,0,0,0,0,0,2025
Vietnam,Santa Fe (TMv),내수용,0,0,0,0,0,0,0,0,0,0,0,0,2025
Vietnam,Santa Fe HEV (TMv HEV),내수용,0,0,0,0,0,0,0,0,0,0,0,0,2025
Vietnam,Palisade (LX2v),내수용,88,0,0,0,0,0,0,0,0,0,0,0,2025
Vietnam,Kusto (KUv),내수용,187,0,0,0,0,0,0,0,0,0,0,0,2025
Vietnam,IONIQ5 (NEv),내수용,0,0,0,0,0,0,0,0,0,0,0,0,2025
Vietnam,Porter (HRv),내수용,395,0,0,0,0,0,0,0,0,0,0,0,2025
Vietnam,Mighty (LTv),내수용,129,0,0,0,0,0,0,0,0,0,0,0,2025
Vietnam,Mighty (VTv),내수용,120,0,0,0,0,0,0,0,0,0,0,0,2025
Vietnam,County (CSv),내수용,66,0,0,0,0,0,0,0,0,0,0,0,2025
Vietnam,Solati (Euv),내수용,257,0,0,0,0,0,0,0,0,0,0,0,2025
Vietnam,Santa Fe (MX5v),내수용,731,0,0,0,0,0,0,0,0,0,0,0,2025
Vietnam,Santa Fe (MX5v),수출용,1,0,0,0,0,0,0,0,0,0,0,0,2025
Vietnam,Palisade (LX2v),수출용,78,0,0,0,0,0,0,0,0,0,0,0,2025
Vietnam,Solati (Euv),수출용,24,0,0,0,0,0,0,0,0,0,0,0,2025
Singapore,IONIQ5 (NE),내수용,4,0,0,0,0,0,0,0,0,0,0,0,2025
Singapore,IONIQ6 (CE),내수용,9,0,0,0,0,0,0,0,0,0,0,0,2025
Singapore,IONIQ5 (NE),수출용,0,0,0,0,0,0,0,0,0,0,0,0,2025
Singapore,IONIQ5 Robotaxi (NE R),수출용,0,0,0,0,0,0,0,0,0,0,0,0,2025
