국가,차량 모델,연도,월,판매량,날짜,브랜드,카테고리
아시아-중국,Verna (YC),2023,7,1,2023-07-01,현대,세단
아시아-중국,Verna (YC),2023,8,1,2023-08-01,현대,세단
아시아-중국,Verna (YC),2023,9,1,2023-09-01,현대,세단
아시아-중국,Verna (YC),2024,10,1,2024-10-01,현대,세단
아시아-중국,Verna (YC),2024,11,1,2024-11-01,현대,세단
아시아-중국,Verna (YC),2024,12,1,2024-12-01,현대,세단
아시아-중국,Verna (YC),2024,1,1,2024-01-01,현대,세단
아시아-중국,Verna (YC),2024,2,1,2024-02-01,현대,세단
아시아-중국,Verna (YC),2024,3,1,2024-03-01,현대,세단
아시아-중국,Verna (YC),2024,4,1,2024-04-01,현대,세단
아시아-중국,Verna (YC),2024,5,1,2024-05-01,현대,세단
아시아-중국,Verna (YC),2024,6,1,2024-06-01,현대,세단
아시아-중국,Verna (YC),2024,7,1,2024-07-01,현대,세단
아시아-중국,Verna (YC),2024,8,1,2024-08-01,현대,세단
아시아-중국,Verna (YC),2024,9,1,2024-09-01,현대,세단
아시아-중국,Verna (YC),2025,1,1,2025-01-01,현대,세단
아시아-중국,ix35 (NU),2023,10,1,2023-10-01,현대,SUV
아시아-중국,ix35 (NU),2023,11,1,2023-11-01,현대,SUV
아시아-중국,ix35 (NU),2023,12,6,2023-12-01,현대,SUV
아시아-중국,ix35 (NU),2023,1,4031,2023-01-01,현대,SUV
아시아-중국,ix35 (NU),2023,2,4123,2023-02-01,현대,SUV
아시아-중국,ix35 (NU),2023,3,5115,2023-03-01,현대,SUV
아시아-중국,ix35 (NU),2023,4,2952,2023-04-01,현대,SUV
아시아-중국,ix35 (NU),2023,5,544,2023-05-01,현대,SUV
아시아-중국,ix35 (NU),2023,6,702,2023-06-01,현대,SUV
아시아-중국,ix35 (NU),2023,7,13,2023-07-01,현대,SUV
아시아-중국,ix35 (NU),2023,8,1,2023-08-01,현대,SUV
아시아-중국,ix35 (NU),2023,9,1,2023-09-01,현대,SUV
아시아-중국,ix35 (NU),2024,10,1,2024-10-01,현대,SUV
아시아-중국,ix35 (NU),2024,11,1,2024-11-01,현대,SUV
아시아-중국,ix35 (NU),2024,12,1,2024-12-01,현대,SUV
아시아-중국,ix35 (NU),2024,1,1,2024-01-01,현대,SUV
아시아-중국,ix35 (NU),2024,2,1,2024-02-01,현대,SUV
아시아-중국,ix35 (NU),2024,3,1,2024-03-01,현대,SUV
아시아-중국,ix35 (NU),2024,4,1,2024-04-01,현대,SUV
아시아-중국,ix35 (NU),2024,5,1,2024-05-01,현대,SUV
아시아-중국,ix35 (NU),2024,6,1,2024-06-01,현대,SUV
아시아-중국,ix35 (NU),2024,7,1,2024-07-01,현대,SUV
아시아-중국,ix35 (NU),2024,8,1,2024-08-01,현대,SUV
아시아-중국,ix35 (NU),2024,9,1,2024-09-01,현대,SUV
아시아-중국,ix35 (NU),2025,1,1,2025-01-01,현대,SUV
아시아-중국,ix35 (NU2),2023,10,3333,2023-10-01,현대,SUV
아시아-중국,ix35 (NU2),2023,11,3632,2023-11-01,현대,SUV
아시아-중국,ix35 (NU2),2023,12,4855,2023-12-01,현대,SUV
아시아-중국,ix35 (NU2),2023,1,1905,2023-01-01,현대,SUV
아시아-중국,ix35 (NU2),2023,2,1905,2023-02-01,현대,SUV
아시아-중국,ix35 (NU2),2023,3,1905,2023-03-01,현대,SUV
아시아-중국,ix35 (NU2),2023,4,1905,2023-04-01,현대,SUV
아시아-중국,ix35 (NU2),2023,5,1905,2023-05-01,현대,SUV
아시아-중국,ix35 (NU2),2023,6,4452,2023-06-01,현대,SUV
아시아-중국,ix35 (NU2),2023,7,2909,2023-07-01,현대,SUV
아시아-중국,ix35 (NU2),2023,8,3660,2023-08-01,현대,SUV
아시아-중국,ix35 (NU2),2023,9,3870,2023-09-01,현대,SUV
아시아-중국,Bayon (BC3 CUV),2023,10,1287,2023-10-01,현대,SUV
아시아-중국,Bayon (BC3 CUV),2023,11,1726,2023-11-01,현대,SUV
아시아-중국,Bayon (BC3 CUV),2023,12,1776,2023-12-01,현대,SUV
아시아-중국,Bayon (BC3 CUV),2023,1,985,2023-01-01,현대,SUV
아시아-중국,Bayon (BC3 CUV),2023,2,1257,2023-02-01,현대,SUV
아시아-중국,Bayon (BC3 CUV),2023,3,1257,2023-03-01,현대,SUV
아시아-중국,Bayon (BC3 CUV),2023,4,985,2023-04-01,현대,SUV
아시아-중국,Bayon (BC3 CUV),2023,5,1701,2023-05-01,현대,SUV
아시아-중국,Bayon (BC3 CUV),2023,6,1701,2023-06-01,현대,SUV
아시아-중국,Bayon (BC3 CUV),2023,7,2164,2023-07-01,현대,SUV
아시아-중국,Bayon (BC3 CUV),2023,8,1743,2023-08-01,현대,SUV
아시아-중국,Bayon (BC3 CUV),2023,9,947,2023-09-01,현대,SUV
아시아-중국,Bayon (BC3 CUV),2024,10,1227,2024-10-01,현대,SUV
아시아-중국,Bayon (BC3 CUV),2024,11,2496,2024-11-01,현대,SUV
아시아-중국,Bayon (BC3 CUV),2024,12,2686,2024-12-01,현대,SUV
아시아-중국,Bayon (BC3 CUV),2024,1,1186,2024-01-01,현대,SUV
아시아-중국,Bayon (BC3 CUV),2024,2,1441,2024-02-01,현대,SUV
아시아-중국,Bayon (BC3 CUV),2024,3,1200,2024-03-01,현대,SUV
아시아-중국,Bayon (BC3 CUV),2024,4,1157,2024-04-01,현대,SUV
아시아-중국,Bayon (BC3 CUV),2024,5,1061,2024-05-01,현대,SUV
아시아-중국,Bayon (BC3 CUV),2024,6,1536,2024-06-01,현대,SUV
아시아-중국,Bayon (BC3 CUV),2024,7,1182,2024-07-01,현대,SUV
아시아-중국,Bayon (BC3 CUV),2024,8,1141,2024-08-01,현대,SUV
아시아-중국,Bayon (BC3 CUV),2024,9,1271,2024-09-01,현대,SUV
아시아-중국,Bayon (BC3 CUV),2025,1,1588,2025-01-01,현대,SUV
아시아-중국,HTBC,2023,10,24,2023-10-01,현대,기타
아시아-중국,HTBC,2023,11,60,2023-11-01,현대,기타
아시아-중국,HTBC,2023,12,111,2023-12-01,현대,기타
아시아-중국,HTBC,2023,1,60,2023-01-01,현대,기타
아시아-중국,HTBC,2023,2,80,2023-02-01,현대,기타
아시아-중국,HTBC,2023,3,52,2023-03-01,현대,기타
아시아-중국,HTBC,2023,4,40,2023-04-01,현대,기타
아시아-중국,HTBC,2023,5,49,2023-05-01,현대,기타
아시아-중국,HTBC,2023,6,61,2023-06-01,현대,기타
아시아-중국,HTBC,2023,7,65,2023-07-01,현대,기타
아시아-중국,HTBC,2023,8,50,2023-08-01,현대,기타
아시아-중국,HTBC,2023,9,31,2023-09-01,현대,기타
아시아-중국,HTBC,2024,10,162,2024-10-01,현대,기타
아시아-중국,HTBC,2024,11,120,2024-11-01,현대,기타
아시아-중국,HTBC,2024,12,76,2024-12-01,현대,기타
아시아-중국,HTBC,2024,1,50,2024-01-01,현대,기타
아시아-중국,HTBC,2024,2,50,2024-02-01,현대,기타
아시아-중국,HTBC,2024,3,91,2024-03-01,현대,기타
아시아-중국,HTBC,2024,4,94,2024-04-01,현대,기타
아시아-중국,HTBC,2024,5,83,2024-05-01,현대,기타
아시아-중국,HTBC,2024,6,62,2024-06-01,현대,기타
아시아-중국,HTBC,2024,7,80,2024-07-01,현대,기타
아시아-중국,HTBC,2024,8,93,2024-08-01,현대,기타
아시아-중국,HTBC,2024,9,106,2024-09-01,현대,기타
아시아-중국,HTBC,2025,1,10,2025-01-01,현대,기타
아시아-중국,i10 (AC3),2023,10,51,2023-10-01,현대,경차
아시아-중국,i10 (AC3),2023,11,238,2023-11-01,현대,경차
아시아-중국,i10 (AC3),2023,12,359,2023-12-01,현대,경차
아시아-중국,i10 (AC3),2023,1,70,2023-01-01,현대,경차
아시아-중국,i10 (AC3),2023,2,63,2023-02-01,현대,경차
아시아-중국,i10 (AC3),2023,3,71,2023-03-01,현대,경차
아시아-중국,i10 (AC3),2023,4,3,2023-04-01,현대,경차
아시아-중국,i10 (AC3),2023,5,3,2023-05-01,현대,경차
아시아-중국,i10 (AC3),2023,6,210,2023-06-01,현대,경차
아시아-중국,i10 (AC3),2023,7,302,2023-07-01,현대,경차
아시아-중국,i10 (AC3),2023,8,60,2023-08-01,현대,경차
아시아-중국,i10 (AC3),2023,9,69,2023-09-01,현대,경차
아시아-중국,i10 (AC3),2024,10,177,2024-10-01,현대,경차
아시아-중국,i10 (AC3),2024,11,259,2024-11-01,현대,경차
아시아-중국,i10 (AC3),2024,12,142,2024-12-01,현대,경차
아시아-중국,i10 (AC3),2024,1,114,2024-01-01,현대,경차
아시아-중국,i10 (AC3),2024,2,181,2024-02-01,현대,경차
아시아-중국,i10 (AC3),2024,3,179,2024-03-01,현대,경차
아시아-중국,i10 (AC3),2024,4,217,2024-04-01,현대,경차
아시아-중국,i10 (AC3),2024,5,20,2024-05-01,현대,경차
아시아-중국,i10 (AC3),2024,6,3,2024-06-01,현대,경차
아시아-중국,i10 (AC3),2024,7,270,2024-07-01,현대,경차
아시아-중국,i10 (AC3),2024,8,206,2024-08-01,현대,경차
아시아-중국,i10 (AC3),2024,9,106,2024-09-01,현대,경차
아시아-중국,i10 (AC3),2025,1,83,2025-01-01,현대,경차
아시아-중국,i20 (BC3),2023,10,1586,2023-10-01,현대,경차
아시아-중국,i20 (BC3),2023,11,2681,2023-11-01,현대,경차
아시아-중국,i20 (BC3),2023,12,1915,2023-12-01,현대,경차
아시아-중국,i20 (BC3),2023,1,2422,2023-01-01,현대,경차
아시아-중국,i20 (BC3),2023,2,2004,2023-02-01,현대,경차
아시아-중국,i20 (BC3),2023,3,2243,2023-03-01,현대,경차
아시아-중국,i20 (BC3),2023,4,1756,2023-04-01,현대,경차
아시아-중국,i20 (BC3),2023,5,1679,2023-05-01,현대,경차
아시아-중국,i20 (BC3),2023,6,1276,2023-06-01,현대,경차
아시아-중국,i20 (BC3),2023,7,983,2023-07-01,현대,경차
아시아-중국,i20 (BC3),2023,8,347,2023-08-01,현대,경차
아시아-중국,i20 (BC3),2023,9,2334,2023-09-01,현대,경차
아시아-중국,i20 (BC3),2024,10,2020,2024-10-01,현대,경차
아시아-중국,i20 (BC3),2024,11,2195,2024-11-01,현대,경차
아시아-중국,i20 (BC3),2024,12,3308,2024-12-01,현대,경차
아시아-중국,i20 (BC3),2024,1,1279,2024-01-01,현대,경차
아시아-중국,i20 (BC3),2024,2,966,2024-02-01,현대,경차
아시아-중국,i20 (BC3),2024,3,1529,2024-03-01,현대,경차
아시아-중국,i20 (BC3),2024,4,1903,2024-04-01,현대,경차
아시아-중국,i20 (BC3),2024,5,2207,2024-05-01,현대,경차
아시아-중국,i20 (BC3),2024,6,1774,2024-06-01,현대,경차
아시아-중국,i20 (BC3),2024,7,1043,2024-07-01,현대,경차
아시아-중국,i20 (BC3),2024,8,1457,2024-08-01,현대,경차
아시아-중국,i20 (BC3),2024,9,2021,2024-09-01,현대,경차
아시아-중국,i20 (BC3),2025,1,1690,2025-01-01,현대,경차
아시아-중국,i20 N (BC3 N),2023,10,20,2023-10-01,현대,경차
아시아-중국,i20 N (BC3 N),2023,11,10,2023-11-01,현대,경차
아시아-중국,i20 N (BC3 N),2023,12,60,2023-12-01,현대,경차
아시아-중국,i20 N (BC3 N),2023,1,21,2023-01-01,현대,경차
아시아-중국,i20 N (BC3 N),2023,2,19,2023-02-01,현대,경차
아시아-중국,i20 N (BC3 N),2023,3,20,2023-03-01,현대,경차
아시아-중국,i20 N (BC3 N),2023,4,30,2023-04-01,현대,경차
아시아-중국,i20 N (BC3 N),2023,5,15,2023-05-01,현대,경차
아시아-중국,i20 N (BC3 N),2023,6,26,2023-06-01,현대,경차
아시아-중국,i20 N (BC3 N),2023,7,32,2023-07-01,현대,경차
아시아-중국,i20 N (BC3 N),2023,8,33,2023-08-01,현대,경차
아시아-중국,i20 N (BC3 N),2023,9,49,2023-09-01,현대,경차
아시아-중국,i20 N (BC3 N),2024,10,10,2024-10-01,현대,경차
아시아-중국,i20 N (BC3 N),2024,11,10,2024-11-01,현대,경차
아시아-중국,i20 N (BC3 N),2024,12,10,2024-12-01,현대,경차
아시아-중국,i20 N (BC3 N),2024,1,49,2024-01-01,현대,경차
아시아-중국,i20 N (BC3 N),2024,2,51,2024-02-01,현대,경차
아시아-중국,i20 N (BC3 N),2024,3,50,2024-03-01,현대,경차
아시아-중국,i20 N (BC3 N),2024,4,50,2024-04-01,현대,경차
아시아-중국,i20 N (BC3 N),2024,5,10,2024-05-01,현대,경차
아시아-중국,i20 N (BC3 N),2024,6,174,2024-06-01,현대,경차
아시아-중국,i20 N (BC3 N),2024,7,76,2024-07-01,현대,경차
아시아-중국,i20 N (BC3 N),2024,8,50,2024-08-01,현대,경차
아시아-중국,i20 N (BC3 N),2024,9,10,2024-09-01,현대,경차
아시아-중국,i20 N (BC3 N),2025,1,10,2025-01-01,현대,경차
중남미,Creta (GSb),2023,10,430,2023-10-01,현대,SUV
중남미,Creta (GSb),2023,11,3124,2023-11-01,현대,SUV
중남미,Creta (GSb),2023,12,1104,2023-12-01,현대,SUV
중남미,Creta (GSb),2023,1,1019,2023-01-01,현대,SUV
중남미,Creta (GSb),2023,2,973,2023-02-01,현대,SUV
중남미,Creta (GSb),2023,3,1387,2023-03-01,현대,SUV
중남미,Creta (GSb),2023,4,904,2023-04-01,현대,SUV
중남미,Creta (GSb),2023,5,246,2023-05-01,현대,SUV
중남미,Creta (GSb),2023,6,493,2023-06-01,현대,SUV
중남미,Creta (GSb),2023,7,1042,2023-07-01,현대,SUV
중남미,Creta (GSb),2023,8,999,2023-08-01,현대,SUV
중남미,Creta (GSb),2023,9,894,2023-09-01,현대,SUV
중남미,Creta (GSb),2024,10,341,2024-10-01,현대,SUV
중남미,Creta (GSb),2024,11,13,2024-11-01,현대,SUV
중남미,Creta (GSb),2024,12,16,2024-12-01,현대,SUV
중남미,Creta (GSb),2024,1,534,2024-01-01,현대,SUV
중남미,Creta (GSb),2024,2,877,2024-02-01,현대,SUV
중남미,Creta (GSb),2024,3,362,2024-03-01,현대,SUV
중남미,Creta (GSb),2024,4,1005,2024-04-01,현대,SUV
중남미,Creta (GSb),2024,5,890,2024-05-01,현대,SUV
중남미,Creta (GSb),2024,6,1341,2024-06-01,현대,SUV
중남미,Creta (GSb),2024,7,1343,2024-07-01,현대,SUV
중남미,Creta (GSb),2024,8,1192,2024-08-01,현대,SUV
중남미,Creta (GSb),2024,9,568,2024-09-01,현대,SUV
중남미,Creta (GSb),2025,1,13,2025-01-01,현대,SUV
중남미,Creta (SU2b),2023,10,5451,2023-10-01,현대,SUV
중남미,Creta (SU2b),2023,11,4417,2023-11-01,현대,SUV
중남미,Creta (SU2b),2023,12,5663,2023-12-01,현대,SUV
중남미,Creta (SU2b),2023,1,3886,2023-01-01,현대,SUV
중남미,Creta (SU2b),2023,2,3634,2023-02-01,현대,SUV
중남미,Creta (SU2b),2023,3,4174,2023-03-01,현대,SUV
중남미,Creta (SU2b),2023,4,3692,2023-04-01,현대,SUV
중남미,Creta (SU2b),2023,5,4371,2023-05-01,현대,SUV
중남미,Creta (SU2b),2023,6,3397,2023-06-01,현대,SUV
중남미,Creta (SU2b),2023,7,4962,2023-07-01,현대,SUV
중남미,Creta (SU2b),2023,8,4876,2023-08-01,현대,SUV
중남미,Creta (SU2b),2023,9,3828,2023-09-01,현대,SUV
중남미,Creta (SU2b),2024,10,7068,2024-10-01,현대,SUV
중남미,Creta (SU2b),2024,11,7165,2024-11-01,현대,SUV
중남미,Creta (SU2b),2024,12,6859,2024-12-01,현대,SUV
중남미,Creta (SU2b),2024,1,4139,2024-01-01,현대,SUV
중남미,Creta (SU2b),2024,2,3261,2024-02-01,현대,SUV
중남미,Creta (SU2b),2024,3,4320,2024-03-01,현대,SUV
중남미,Creta (SU2b),2024,4,4472,2024-04-01,현대,SUV
중남미,Creta (SU2b),2024,5,4485,2024-05-01,현대,SUV
중남미,Creta (SU2b),2024,6,5490,2024-06-01,현대,SUV
중남미,Creta (SU2b),2024,7,5374,2024-07-01,현대,SUV
중남미,Creta (SU2b),2024,8,5840,2024-08-01,현대,SUV
중남미,Creta (SU2b),2024,9,3880,2024-09-01,현대,SUV
중남미,Creta (SU2b),2025,1,4712,2025-01-01,현대,SUV
중남미,HB20 (BR2),2023,10,11993,2023-10-01,현대,기타
중남미,HB20 (BR2),2023,11,11655,2023-11-01,현대,기타
중남미,HB20 (BR2),2023,12,11547,2023-12-01,현대,기타
중남미,HB20 (BR2),2023,1,4221,2023-01-01,현대,기타
중남미,HB20 (BR2),2023,2,6910,2023-02-01,현대,기타
중남미,HB20 (BR2),2023,3,10531,2023-03-01,현대,기타
중남미,HB20 (BR2),2023,4,6754,2023-04-01,현대,기타
중남미,HB20 (BR2),2023,5,4688,2023-05-01,현대,기타
중남미,HB20 (BR2),2023,6,13613,2023-06-01,현대,기타
중남미,HB20 (BR2),2023,7,12304,2023-07-01,현대,기타
중남미,HB20 (BR2),2023,8,12993,2023-08-01,현대,기타
중남미,HB20 (BR2),2023,9,13221,2023-09-01,현대,기타
중남미,HB20 (BR2),2024,10,15261,2024-10-01,현대,기타
중남미,HB20 (BR2),2024,11,14248,2024-11-01,현대,기타
중남미,HB20 (BR2),2024,12,9420,2024-12-01,현대,기타
중남미,HB20 (BR2),2024,1,5752,2024-01-01,현대,기타
중남미,HB20 (BR2),2024,2,6756,2024-02-01,현대,기타
중남미,HB20 (BR2),2024,3,10697,2024-03-01,현대,기타
중남미,HB20 (BR2),2024,4,10386,2024-04-01,현대,기타
중남미,HB20 (BR2),2024,5,10483,2024-05-01,현대,기타
중남미,HB20 (BR2),2024,6,11871,2024-06-01,현대,기타
중남미,HB20 (BR2),2024,7,10270,2024-07-01,현대,기타
중남미,HB20 (BR2),2024,8,11975,2024-08-01,현대,기타
중남미,HB20 (BR2),2024,9,12370,2024-09-01,현대,기타
중남미,HB20 (BR2),2025,1,5104,2025-01-01,현대,기타
중동·아프리카,Bongo,2023,1,2,2023-01-01,기아,화물차
중동·아프리카,Bongo,2024,1,2,2024-01-01,기아,화물차
중동·아프리카,Bongo,2025,1,2,2025-01-01,기아,화물차
중동·아프리카,Bongo (CKD),2023,1,24,2023-01-01,기아,화물차
중동·아프리카,Bongo (CKD),2024,1,24,2024-01-01,기아,화물차
중동·아프리카,Bongo (CKD),2025,1,24,2025-01-01,기아,화물차
중동·아프리카,Bongo / Frontier,2024,1,117,2024-01-01,기아,화물차
중동·아프리카,Bongo / Frontier,2025,1,117,2025-01-01,기아,화물차
중동·아프리카,Bongo / Frontier,2023,1,117,2023-01-01,기아,화물차
중동·아프리카,Bongo / Frontier,2024,1,189,2024-01-01,기아,화물차
중동·아프리카,Bongo / Frontier,2025,1,117,2025-01-01,기아,화물차
중동·아프리카,Bongo / Frontier,2023,1,185,2023-01-01,기아,화물차
중동·아프리카,Carens MPV,2024,1,25,2024-01-01,기아,기타
중동·아프리카,Carens MPV,2025,1,25,2025-01-01,기아,기타
중동·아프리카,Carens MPV,2023,1,25,2023-01-01,기아,기타
중동·아프리카,Carens MPV,2024,1,48,2024-01-01,기아,기타
중동·아프리카,Carens MPV,2025,1,25,2025-01-01,기아,기타
중동·아프리카,Carens MPV,2023,1,49,2023-01-01,기아,기타
중동·아프리카,Carnival / Sedona,2024,1,12,2024-01-01,기아,기타
중동·아프리카,Carnival / Sedona,2025,1,12,2025-01-01,기아,기타
중동·아프리카,Carnival / Sedona,2023,1,12,2023-01-01,기아,기타
중동·아프리카,Carnival / Sedona,2024,1,22,2024-01-01,기아,기타
중동·아프리카,Carnival / Sedona,2025,1,24,2025-01-01,기아,기타
중동·아프리카,Carnival / Sedona,2023,1,12,2023-01-01,기아,기타
중동·아프리카,Cee'd,2023,1,12,2023-01-01,기아,기타
중동·아프리카,Cee'd,2024,1,16,2024-01-01,기아,기타
중동·아프리카,Cee'd,2025,1,4,2025-01-01,기아,기타
중동·아프리카,Cee'd CUV,2023,1,66,2023-01-01,기아,SUV
중동·아프리카,Cee'd CUV,2024,1,120,2024-01-01,기아,SUV
중동·아프리카,Cee'd CUV,2025,1,98,2025-01-01,기아,SUV
중동·아프리카,EV5,2024,1,3,2024-01-01,기아,SUV
중동·아프리카,EV5,2023,1,3,2023-01-01,기아,SUV
중동·아프리카,EV5,2024,1,3,2024-01-01,기아,SUV
중동·아프리카,EV5,2025,1,5,2025-01-01,기아,SUV
중동·아프리카,EV5,2025,1,3,2025-01-01,기아,SUV
중동·아프리카,EV5,2025,1,3,2025-01-01,기아,SUV
중동·아프리카,EV6,2025,1,2,2025-01-01,기아,SUV
중동·아프리카,EV6,2023,1,2,2023-01-01,기아,SUV
중동·아프리카,EV6,2024,1,13,2024-01-01,기아,SUV
중동·아프리카,EV6,2025,1,2,2025-01-01,기아,SUV
중동·아프리카,EV6,2023,1,17,2023-01-01,기아,SUV
중동·아프리카,EV6,2025,1,2,2025-01-01,기아,SUV
중동·아프리카,EV9,2024,1,1,2024-01-01,기아,SUV
중동·아프리카,EV9,2025,1,1,2025-01-01,기아,SUV
중동·아프리카,EV9,2024,1,1,2024-01-01,기아,SUV
중동·아프리카,EV9,2025,1,4,2025-01-01,기아,SUV
중동·아프리카,EV9,2023,1,1,2023-01-01,기아,SUV
중동·아프리카,EV9,2024,1,1,2024-01-01,기아,SUV
중동·아프리카,EV9,2025,1,1,2025-01-01,기아,SUV
중동·아프리카,K3,2024,1,5,2024-01-01,기아,기타
중동·아프리카,K3,2025,1,5,2025-01-01,기아,기타
중동·아프리카,K3,2023,1,5,2023-01-01,기아,기타
중동·아프리카,K3,2023,1,5,2023-01-01,기아,기타
중동·아프리카,K3,2024,1,5,2024-01-01,기아,기타
중동·아프리카,K3,2025,1,5,2025-01-01,기아,기타
중동·아프리카,K3,2024,1,104,2024-01-01,기아,기타
중동·아프리카,K3,2025,1,70,2025-01-01,기아,기타
중동·아프리카,K3,2023,1,5,2023-01-01,기아,기타
중동·아프리카,K3,2023,1,5,2023-01-01,기아,기타
중동·아프리카,K3,2024,1,5,2024-01-01,기아,기타
중동·아프리카,K3,2025,1,5,2025-01-01,기아,기타
중동·아프리카,K5 / Optima,2024,1,1,2024-01-01,기아,세단
중동·아프리카,K5 / Optima,2025,1,1,2025-01-01,기아,세단
중동·아프리카,K5 / Optima,2023,1,1,2023-01-01,기아,세단
중동·아프리카,K5 / Optima,2023,1,1,2023-01-01,기아,세단
중동·아프리카,K5 / Optima,2024,1,1,2024-01-01,기아,세단
중동·아프리카,K5 / Optima,2025,1,1,2025-01-01,기아,세단
중동·아프리카,K5 / Optima,2024,1,13,2024-01-01,기아,세단
중동·아프리카,K5 / Optima,2025,1,1,2025-01-01,기아,세단
중동·아프리카,K5 / Optima,2023,1,1,2023-01-01,기아,세단
중동·아프리카,"K7,8 / Cadenza",2024,1,36,2024-01-01,기아,세단
중동·아프리카,"K7,8 / Cadenza",2025,1,36,2025-01-01,기아,세단
중동·아프리카,"K7,8 / Cadenza",2023,1,36,2023-01-01,기아,세단
중동·아프리카,KX3 / Seltos,2024,1,7,2024-01-01,기아,SUV
중동·아프리카,KX3 / Seltos,2025,1,180,2025-01-01,기아,SUV
중동·아프리카,Millitary (CKD),2023,1,5,2023-01-01,기아,기타
중동·아프리카,Millitary (CKD),2024,1,5,2024-01-01,기아,기타
중동·아프리카,Millitary (CKD),2025,1,5,2025-01-01,기아,기타
중동·아프리카,Morning / Picanto,2024,1,50,2024-01-01,기아,경차
중동·아프리카,Morning / Picanto,2025,1,50,2025-01-01,기아,경차
