국가,차량 모델,연도,월,판매량,날짜,브랜드,카테고리
아시아-인도,K5 / Optima,2024,3,19,2024-03-01,기아,세단
아시아-인도,K5 / Optima,2024,3,19,2024-03-01,기아,세단
아시아-인도,K5 / Optima,2023,3,19,2023-03-01,기아,세단
아시아-인도,Morning / Picanto,2024,3,20,2024-03-01,기아,경차
아시아-인도,Morning / Picanto,2023,3,20,2023-03-01,기아,경차
아시아-인도,Morning / Picanto,2024,3,20,2024-03-01,기아,경차
아시아-인도,Morning / Picanto,2023,3,20,2023-03-01,기아,경차
아시아-인도,Pegas,2024,3,25,2024-03-01,기아,기타
아시아-인도,Pegas,2023,3,25,2023-03-01,기아,기타
아시아-인도,Pegas,2023,3,25,2023-03-01,기아,기타
아시아-인도,Pegas,2024,3,25,2024-03-01,기아,기타
아시아-인도,Seltos,2024,3,404,2024-03-01,기아,SUV
아시아-인도,Seltos,2023,3,404,2023-03-01,기아,SUV
아시아-인도,Seltos,2023,3,404,2023-03-01,기아,SUV
아시아-인도,Seltos,2024,3,404,2024-03-01,기아,SUV
아시아-인도,Seltos,2023,3,404,2023-03-01,기아,SUV
아시아-인도,Seltos,2024,3,404,2024-03-01,기아,SUV
아시아-인도,Seltos,2023,3,404,2023-03-01,기아,SUV
아시아-인도,Sonet,2024,3,1356,2024-03-01,기아,SUV
아시아-인도,Sonet,2023,3,1356,2023-03-01,기아,SUV
아시아-인도,Sonet,2023,3,1356,2023-03-01,기아,SUV
아시아-인도,Sonet,2024,3,1356,2024-03-01,기아,SUV
아시아-인도,Sonet,2024,3,1356,2024-03-01,기아,SUV
아시아-인도,Sonet,2023,3,1356,2023-03-01,기아,SUV
아시아-인도,Sorento,2024,3,34,2024-03-01,기아,SUV
아시아-인도,Sorento,2023,3,34,2023-03-01,기아,SUV
아시아-인도,Sorento,2024,3,34,2024-03-01,기아,SUV
아시아-인도,Sorento,2023,3,34,2023-03-01,기아,SUV
아시아-인도,Sorento,2023,3,34,2023-03-01,기아,SUV
아시아-인도,Sorento,2024,3,34,2024-03-01,기아,SUV
아시아-인도,Sportage,2024,3,229,2024-03-01,기아,SUV
아시아-인도,Sportage,2023,3,229,2023-03-01,기아,SUV
아시아-인도,Sportage,2024,3,229,2024-03-01,기아,SUV
아시아-인도,Sportage,2023,3,229,2023-03-01,기아,SUV
아시아-인도,Sportage,2023,3,229,2023-03-01,기아,SUV
아시아-인도,Sportage,2024,3,229,2024-03-01,기아,SUV
아시아-인도,Sportage,2023,3,229,2023-03-01,기아,SUV
아시아-인도,Sportage,2024,3,229,2024-03-01,기아,SUV
중남미,Bongo (CKD),2023,3,82,2023-03-01,기아,화물차
중남미,Bongo (CKD),2024,3,82,2024-03-01,기아,화물차
중남미,Bongo / Frontier,2024,3,109,2024-03-01,기아,화물차
중남미,Bongo / Frontier,2023,3,109,2023-03-01,기아,화물차
중남미,Bongo / Frontier,2024,3,109,2024-03-01,기아,화물차
중남미,Bongo / Frontier,2023,3,109,2023-03-01,기아,화물차
중남미,Carens MPV,2024,3,153,2024-03-01,기아,기타
중남미,Carens MPV,2023,3,153,2023-03-01,기아,기타
중남미,Carens MPV,2024,3,153,2024-03-01,기아,기타
중남미,Carens MPV,2023,3,153,2023-03-01,기아,기타
중남미,Carnival / Sedona,2024,3,68,2024-03-01,기아,기타
중남미,Carnival / Sedona,2023,3,68,2023-03-01,기아,기타
중남미,Carnival / Sedona,2024,3,68,2024-03-01,기아,기타
중남미,Carnival / Sedona,2023,3,68,2023-03-01,기아,기타
중남미,Cee'd,2023,3,6,2023-03-01,기아,기타
중남미,Cee'd,2024,3,6,2024-03-01,기아,기타
중남미,Cee'd CUV,2023,3,5,2023-03-01,기아,SUV
중남미,Cee'd CUV,2024,3,5,2024-03-01,기아,SUV
중남미,EV5,2024,3,104,2024-03-01,기아,SUV
중남미,EV5,2023,3,104,2023-03-01,기아,SUV
중남미,EV5,2024,3,104,2024-03-01,기아,SUV
중남미,EV6,2023,3,4,2023-03-01,기아,SUV
중남미,EV6,2024,3,4,2024-03-01,기아,SUV
중남미,EV6,2023,3,4,2023-03-01,기아,SUV
중남미,EV9,2024,3,2,2024-03-01,기아,SUV
중남미,EV9,2024,3,2,2024-03-01,기아,SUV
중남미,EV9,2023,3,2,2023-03-01,기아,SUV
중남미,EV9,2024,3,2,2024-03-01,기아,SUV
중남미,K3,2024,3,5,2024-03-01,기아,기타
중남미,K3,2023,3,5,2023-03-01,기아,기타
중남미,K3,2023,3,5,2023-03-01,기아,기타
중남미,K3,2024,3,5,2024-03-01,기아,기타
중남미,K3,2024,3,5,2024-03-01,기아,기타
중남미,K3,2023,3,5,2023-03-01,기아,기타
중남미,K3,2023,3,5,2023-03-01,기아,기타
중남미,K3,2024,3,5,2024-03-01,기아,기타
중남미,K5 / Optima,2024,3,5,2024-03-01,기아,세단
중남미,K5 / Optima,2023,3,5,2023-03-01,기아,세단
중남미,K5 / Optima,2023,3,5,2023-03-01,기아,세단
중남미,K5 / Optima,2024,3,5,2024-03-01,기아,세단
중남미,K5 / Optima,2024,3,5,2024-03-01,기아,세단
중남미,K5 / Optima,2023,3,5,2023-03-01,기아,세단
중남미,KX3 / Seltos,2024,3,669,2024-03-01,기아,SUV
중남미,Morning / Picanto,2024,3,1440,2024-03-01,기아,경차
중남미,Morning / Picanto,2023,3,1440,2023-03-01,기아,경차
중남미,Morning / Picanto,2024,3,1440,2024-03-01,기아,경차
중남미,Morning / Picanto,2023,3,1440,2023-03-01,기아,경차
중남미,Niro,2023,3,46,2023-03-01,기아,SUV
중남미,Niro,2024,3,46,2024-03-01,기아,SUV
중남미,Niro,2023,3,46,2023-03-01,기아,SUV
중남미,Niro EV,2024,3,1,2024-03-01,기아,SUV
중남미,Niro EV,2023,3,1,2023-03-01,기아,SUV
중남미,Optima / K5,2023,3,16,2023-03-01,기아,세단
중남미,Optima / K5,2024,3,16,2024-03-01,기아,세단
중남미,Pegas,2024,3,1446,2024-03-01,기아,기타
중남미,Pegas,2023,3,1446,2023-03-01,기아,기타
중남미,Pegas,2023,3,1446,2023-03-01,기아,기타
중남미,Pegas,2024,3,1446,2024-03-01,기아,기타
중남미,Pride / Rio,2024,3,68,2024-03-01,기아,세단
중남미,Pride / Rio,2023,3,68,2023-03-01,기아,세단
중남미,Pride / Rio (SC),2023,3,831,2023-03-01,기아,세단
중남미,Pride / Rio (SC),2024,3,831,2024-03-01,기아,세단
중남미,Seltos,2024,3,126,2024-03-01,기아,SUV
중남미,Seltos,2023,3,126,2023-03-01,기아,SUV
중남미,Seltos,2023,3,126,2023-03-01,기아,SUV
중남미,Seltos,2024,3,126,2024-03-01,기아,SUV
중남미,Seltos,2023,3,126,2023-03-01,기아,SUV
중남미,Seltos,2024,3,126,2024-03-01,기아,SUV
중남미,Seltos,2023,3,126,2023-03-01,기아,SUV
중남미,Sonet,2024,3,52,2024-03-01,기아,SUV
중남미,Sonet,2023,3,52,2023-03-01,기아,SUV
중남미,Sonet,2023,3,52,2023-03-01,기아,SUV
중남미,Sonet,2024,3,52,2024-03-01,기아,SUV
중남미,Sonet,2024,3,52,2024-03-01,기아,SUV
중남미,Sonet,2023,3,52,2023-03-01,기아,SUV
중남미,Sorento,2024,3,25,2024-03-01,기아,SUV
중남미,Sorento,2023,3,25,2023-03-01,기아,SUV
중남미,Sorento,2024,3,25,2024-03-01,기아,SUV
중남미,Sorento,2023,3,25,2023-03-01,기아,SUV
중남미,Sorento,2023,3,25,2023-03-01,기아,SUV
중남미,Sorento,2024,3,25,2024-03-01,기아,SUV
중남미,Soul,2024,3,170,2024-03-01,기아,SUV
중남미,Soul,2024,3,170,2024-03-01,기아,SUV
중남미,Soul,2023,3,170,2023-03-01,기아,SUV
중남미,Soul EV,2024,3,1,2024-03-01,기아,SUV
중남미,Soul EV,2023,3,1,2023-03-01,기아,SUV
중남미,Sportage,2024,3,10,2024-03-01,기아,SUV
중남미,Sportage,2023,3,10,2023-03-01,기아,SUV
중남미,Sportage,2024,3,10,2024-03-01,기아,SUV
중남미,Sportage,2023,3,10,2023-03-01,기아,SUV
중남미,Sportage,2023,3,10,2023-03-01,기아,SUV
중남미,Sportage,2024,3,10,2024-03-01,기아,SUV
중남미,Sportage,2023,3,10,2023-03-01,기아,SUV
중남미,Sportage,2024,3,10,2024-03-01,기아,SUV
중남미,Stonic,2024,3,117,2024-03-01,기아,SUV
중남미,Stonic,2023,3,117,2023-03-01,기아,SUV
중남미,Stonic,2024,3,117,2024-03-01,기아,SUV
중남미,Stonic,2023,3,117,2023-03-01,기아,SUV
중남미,Telluride,2023,3,4,2023-03-01,기아,SUV
중남미,Telluride,2024,3,4,2024-03-01,기아,SUV
북미-멕시코,EV6,2023,3,7,2023-03-01,기아,SUV
북미-멕시코,EV6,2024,3,7,2024-03-01,기아,SUV
북미-멕시코,EV6,2023,3,7,2023-03-01,기아,SUV
북미-멕시코,K3,2024,3,2,2024-03-01,기아,기타
북미-멕시코,K3,2023,3,2,2023-03-01,기아,기타
북미-멕시코,K3,2023,3,2,2023-03-01,기아,기타
북미-멕시코,K3,2024,3,2,2024-03-01,기아,기타
북미-멕시코,K3,2024,3,2,2024-03-01,기아,기타
북미-멕시코,K3,2023,3,2,2023-03-01,기아,기타
북미-멕시코,K3,2023,3,2,2023-03-01,기아,기타
북미-멕시코,K3,2024,3,2,2024-03-01,기아,기타
북미-멕시코,KX3 / Seltos,2024,3,1301,2024-03-01,기아,SUV
북미-멕시코,Niro,2023,3,91,2023-03-01,기아,SUV
북미-멕시코,Niro,2024,3,91,2024-03-01,기아,SUV
북미-멕시코,Niro,2023,3,91,2023-03-01,기아,SUV
북미-멕시코,Pride / Rio (SC),2023,3,3988,2023-03-01,기아,세단
북미-멕시코,Pride / Rio (SC),2024,3,3988,2024-03-01,기아,세단
북미-멕시코,Seltos,2024,3,25,2024-03-01,기아,SUV
북미-멕시코,Seltos,2023,3,25,2023-03-01,기아,SUV
북미-멕시코,Seltos,2023,3,25,2023-03-01,기아,SUV
북미-멕시코,Seltos,2024,3,25,2024-03-01,기아,SUV
북미-멕시코,Seltos,2023,3,25,2023-03-01,기아,SUV
북미-멕시코,Seltos,2024,3,25,2024-03-01,기아,SUV
북미-멕시코,Seltos,2023,3,25,2023-03-01,기아,SUV
북미-멕시코,Sonet,2024,3,1104,2024-03-01,기아,SUV
북미-멕시코,Sonet,2023,3,1104,2023-03-01,기아,SUV
북미-멕시코,Sonet,2023,3,1104,2023-03-01,기아,SUV
북미-멕시코,Sonet,2024,3,1104,2024-03-01,기아,SUV
북미-멕시코,Sonet,2024,3,1104,2024-03-01,기아,SUV
북미-멕시코,Sonet,2023,3,1104,2023-03-01,기아,SUV
북미-멕시코,Sorento,2024,3,159,2024-03-01,기아,SUV
북미-멕시코,Sorento,2023,3,159,2023-03-01,기아,SUV
북미-멕시코,Sorento,2024,3,159,2024-03-01,기아,SUV
북미-멕시코,Sorento,2023,3,159,2023-03-01,기아,SUV
북미-멕시코,Sorento,2023,3,159,2023-03-01,기아,SUV
북미-멕시코,Sorento,2024,3,159,2024-03-01,기아,SUV
북미-멕시코,Soul,2024,3,6,2024-03-01,기아,SUV
북미-멕시코,Soul,2024,3,6,2024-03-01,기아,SUV
북미-멕시코,Soul,2023,3,6,2023-03-01,기아,SUV
북미-멕시코,Sportage,2024,3,499,2024-03-01,기아,SUV
북미-멕시코,Sportage,2023,3,499,2023-03-01,기아,SUV
북미-멕시코,Sportage,2024,3,499,2024-03-01,기아,SUV
북미-멕시코,Sportage,2023,3,499,2023-03-01,기아,SUV
북미-멕시코,Sportage,2023,3,499,2023-03-01,기아,SUV
북미-멕시코,Sportage,2024,3,499,2024-03-01,기아,SUV
북미-멕시코,Sportage,2023,3,499,2023-03-01,기아,SUV
북미-멕시코,Sportage,2024,3,499,2024-03-01,기아,SUV
북미-멕시코,Stinger,2024,3,10,2024-03-01,기아,세단
북미-멕시코,Stinger,2023,3,10,2023-03-01,기아,세단
북미-멕시코,Telluride,2023,3,57,2023-03-01,기아,SUV
북미-멕시코,Telluride,2024,3,57,2024-03-01,기아,SUV
중동·아프리카,Bongo,2023,3,2,2023-03-01,기아,화물차
중동·아프리카,Bongo,2024,3,2,2024-03-01,기아,화물차
중동·아프리카,Bongo (CKD),2023,3,24,2023-03-01,기아,화물차
중동·아프리카,Bongo (CKD),2024,3,24,2024-03-01,기아,화물차
중동·아프리카,Bongo / Frontier,2024,3,117,2024-03-01,기아,화물차
중동·아프리카,Bongo / Frontier,2023,3,117,2023-03-01,기아,화물차
중동·아프리카,Bongo / Frontier,2024,3,117,2024-03-01,기아,화물차
중동·아프리카,Bongo / Frontier,2023,3,117,2023-03-01,기아,화물차
중동·아프리카,Carens MPV,2024,3,25,2024-03-01,기아,기타
중동·아프리카,Carens MPV,2023,3,25,2023-03-01,기아,기타
중동·아프리카,Carens MPV,2024,3,25,2024-03-01,기아,기타
중동·아프리카,Carens MPV,2023,3,25,2023-03-01,기아,기타
중동·아프리카,Carnival / Sedona,2024,3,12,2024-03-01,기아,기타
중동·아프리카,Carnival / Sedona,2023,3,12,2023-03-01,기아,기타
중동·아프리카,Carnival / Sedona,2024,3,12,2024-03-01,기아,기타
중동·아프리카,Carnival / Sedona,2023,3,12,2023-03-01,기아,기타
중동·아프리카,Cee'd,2023,3,4,2023-03-01,기아,기타
중동·아프리카,Cee'd,2024,3,4,2024-03-01,기아,기타
중동·아프리카,Cee'd CUV,2023,3,1,2023-03-01,기아,SUV
중동·아프리카,Cee'd CUV,2024,3,1,2024-03-01,기아,SUV
중동·아프리카,EV5,2024,3,3,2024-03-01,기아,SUV
중동·아프리카,EV5,2023,3,3,2023-03-01,기아,SUV
중동·아프리카,EV5,2024,3,3,2024-03-01,기아,SUV
중동·아프리카,EV6,2023,3,2,2023-03-01,기아,SUV
중동·아프리카,EV6,2024,3,2,2024-03-01,기아,SUV
중동·아프리카,EV6,2023,3,2,2023-03-01,기아,SUV
중동·아프리카,EV9,2024,3,1,2024-03-01,기아,SUV
중동·아프리카,EV9,2024,3,1,2024-03-01,기아,SUV
중동·아프리카,EV9,2023,3,1,2023-03-01,기아,SUV
중동·아프리카,EV9,2024,3,1,2024-03-01,기아,SUV
중동·아프리카,K3,2024,3,5,2024-03-01,기아,기타
중동·아프리카,K3,2023,3,5,2023-03-01,기아,기타
중동·아프리카,K3,2023,3,5,2023-03-01,기아,기타
중동·아프리카,K3,2024,3,5,2024-03-01,기아,기타
중동·아프리카,K3,2024,3,5,2024-03-01,기아,기타
중동·아프리카,K3,2023,3,5,2023-03-01,기아,기타
중동·아프리카,K3,2023,3,5,2023-03-01,기아,기타
중동·아프리카,K3,2024,3,5,2024-03-01,기아,기타
중동·아프리카,K5 / Optima,2024,3,1,2024-03-01,기아,세단
중동·아프리카,K5 / Optima,2023,3,1,2023-03-01,기아,세단
중동·아프리카,K5 / Optima,2023,3,1,2023-03-01,기아,세단
중동·아프리카,K5 / Optima,2024,3,1,2024-03-01,기아,세단
중동·아프리카,K5 / Optima,2024,3,1,2024-03-01,기아,세단
중동·아프리카,K5 / Optima,2023,3,1,2023-03-01,기아,세단
중동·아프리카,"K7,8 / Cadenza",2024,3,36,2024-03-01,기아,세단
중동·아프리카,"K7,8 / Cadenza",2023,3,36,2023-03-01,기아,세단
중동·아프리카,KX3 / Seltos,2024,3,7,2024-03-01,기아,SUV
중동·아프리카,Millitary (CKD),2023,3,5,2023-03-01,기아,기타
중동·아프리카,Millitary (CKD),2024,3,5,2024-03-01,기아,기타
중동·아프리카,Morning / Picanto,2024,3,50,2024-03-01,기아,경차
중동·아프리카,Morning / Picanto,2023,3,50,2023-03-01,기아,경차
중동·아프리카,Morning / Picanto,2024,3,50,2024-03-01,기아,경차
중동·아프리카,Morning / Picanto,2023,3,50,2023-03-01,기아,경차
중동·아프리카,Niro,2023,3,9,2023-03-01,기아,SUV
중동·아프리카,Niro,2024,3,9,2024-03-01,기아,SUV
중동·아프리카,Niro,2023,3,9,2023-03-01,기아,SUV
중동·아프리카,Niro EV,2024,3,3,2024-03-01,기아,SUV
중동·아프리카,Niro EV,2023,3,3,2023-03-01,기아,SUV
중동·아프리카,Niro Plus,2024,3,3,2024-03-01,기아,SUV
중동·아프리카,Niro Plus,2023,3,3,2023-03-01,기아,SUV
중동·아프리카,Niro Plus EV,2024,3,1,2024-03-01,기아,SUV
중동·아프리카,Niro Plus EV,2023,3,1,2023-03-01,기아,SUV
중동·아프리카,Pegas,2024,3,103,2024-03-01,기아,기타
중동·아프리카,Pegas,2023,3,103,2023-03-01,기아,기타
중동·아프리카,Pegas,2023,3,103,2023-03-01,기아,기타
중동·아프리카,Pegas,2024,3,103,2024-03-01,기아,기타
중동·아프리카,Pride / Rio,2024,3,2,2024-03-01,기아,세단
중동·아프리카,Pride / Rio,2023,3,2,2023-03-01,기아,세단
중동·아프리카,Pride / Rio (SC),2023,3,1,2023-03-01,기아,세단
중동·아프리카,Pride / Rio (SC),2024,3,1,2024-03-01,기아,세단
중동·아프리카,Seltos,2024,3,138,2024-03-01,기아,SUV
중동·아프리카,Seltos,2023,3,138,2023-03-01,기아,SUV
중동·아프리카,Seltos,2023,3,138,2023-03-01,기아,SUV
중동·아프리카,Seltos,2024,3,138,2024-03-01,기아,SUV
중동·아프리카,Seltos,2023,3,138,2023-03-01,기아,SUV
중동·아프리카,Seltos,2024,3,138,2024-03-01,기아,SUV
중동·아프리카,Seltos,2023,3,138,2023-03-01,기아,SUV
중동·아프리카,Sonet,2024,3,45,2024-03-01,기아,SUV
중동·아프리카,Sonet,2023,3,45,2023-03-01,기아,SUV
중동·아프리카,Sonet,2023,3,45,2023-03-01,기아,SUV
중동·아프리카,Sonet,2024,3,45,2024-03-01,기아,SUV
중동·아프리카,Sonet,2024,3,45,2024-03-01,기아,SUV
중동·아프리카,Sonet,2023,3,45,2023-03-01,기아,SUV
중동·아프리카,Sorento,2024,3,24,2024-03-01,기아,SUV
중동·아프리카,Sorento,2023,3,24,2023-03-01,기아,SUV
중동·아프리카,Sorento,2024,3,24,2024-03-01,기아,SUV
중동·아프리카,Sorento,2023,3,24,2023-03-01,기아,SUV
중동·아프리카,Sorento,2023,3,24,2023-03-01,기아,SUV
중동·아프리카,Sorento,2024,3,24,2024-03-01,기아,SUV
중동·아프리카,Soul,2024,3,1,2024-03-01,기아,SUV
중동·아프리카,Soul,2024,3,1,2024-03-01,기아,SUV
중동·아프리카,Soul,2023,3,1,2023-03-01,기아,SUV
중동·아프리카,Sportage,2024,3,116,2024-03-01,기아,SUV
중동·아프리카,Sportage,2023,3,116,2023-03-01,기아,SUV
중동·아프리카,Sportage,2024,3,116,2024-03-01,기아,SUV
중동·아프리카,Sportage,2023,3,116,2023-03-01,기아,SUV
중동·아프리카,Sportage,2023,3,116,2023-03-01,기아,SUV
중동·아프리카,Sportage,2024,3,116,2024-03-01,기아,SUV
중동·아프리카,Sportage,2023,3,116,2023-03-01,기아,SUV
중동·아프리카,Sportage,2024,3,116,2024-03-01,기아,SUV
중동·아프리카,Stinger,2024,3,13,2024-03-01,기아,세단
중동·아프리카,Stinger,2023,3,13,2023-03-01,기아,세단
중동·아프리카,Stonic,2024,3,19,2024-03-01,기아,SUV
중동·아프리카,Stonic,2023,3,19,2023-03-01,기아,SUV
중동·아프리카,Stonic,2024,3,19,2024-03-01,기아,SUV
중동·아프리카,Stonic,2023,3,19,2023-03-01,기아,SUV
중동·아프리카,Telluride,2023,3,49,2023-03-01,기아,SUV
중동·아프리카,Telluride,2024,3,49,2024-03-01,기아,SUV
북미-미국,Bongo,2023,3,8,2023-03-01,기아,화물차
북미-미국,Bongo,2024,3,8,2024-03-01,기아,화물차
북미-미국,Bongo (CKD),2023,3,82,2023-03-01,기아,화물차
북미-미국,Bongo (CKD),2024,3,82,2024-03-01,기아,화물차
북미-미국,Bongo / Frontier,2024,3,572,2024-03-01,기아,화물차
북미-미국,Bongo / Frontier,2023,3,572,2023-03-01,기아,화물차
북미-미국,Bongo / Frontier,2024,3,572,2024-03-01,기아,화물차
북미-미국,Bongo / Frontier,2023,3,572,2023-03-01,기아,화물차
북미-미국,Carens MPV,2024,3,160,2024-03-01,기아,기타
북미-미국,Carens MPV,2023,3,160,2023-03-01,기아,기타
북미-미국,Carens MPV,2024,3,160,2024-03-01,기아,기타
북미-미국,Carens MPV,2023,3,160,2023-03-01,기아,기타
북미-미국,Carnival / Sedona,2024,3,357,2024-03-01,기아,기타
북미-미국,Carnival / Sedona,2023,3,357,2023-03-01,기아,기타
북미-미국,Carnival / Sedona,2024,3,357,2024-03-01,기아,기타
북미-미국,Carnival / Sedona,2023,3,357,2023-03-01,기아,기타
북미-미국,EV6,2023,3,1110,2023-03-01,기아,SUV
북미-미국,EV6,2024,3,1110,2024-03-01,기아,SUV
북미-미국,EV6,2023,3,1110,2023-03-01,기아,SUV
북미-미국,EV9,2024,3,588,2024-03-01,기아,SUV
북미-미국,EV9,2024,3,588,2024-03-01,기아,SUV
북미-미국,EV9,2023,3,588,2023-03-01,기아,SUV
북미-미국,EV9,2024,3,588,2024-03-01,기아,SUV
북미-미국,K3,2024,3,59,2024-03-01,기아,기타
북미-미국,K3,2023,3,59,2023-03-01,기아,기타
북미-미국,K3,2023,3,59,2023-03-01,기아,기타
북미-미국,K3,2024,3,59,2024-03-01,기아,기타
북미-미국,K3,2024,3,59,2024-03-01,기아,기타
북미-미국,K3,2023,3,59,2023-03-01,기아,기타
북미-미국,K3,2023,3,59,2023-03-01,기아,기타
북미-미국,K3,2024,3,59,2024-03-01,기아,기타
북미-미국,K5 / Optima,2024,3,19,2024-03-01,기아,세단
북미-미국,K5 / Optima,2023,3,19,2023-03-01,기아,세단
북미-미국,K5 / Optima,2023,3,19,2023-03-01,기아,세단
북미-미국,K5 / Optima,2024,3,19,2024-03-01,기아,세단
북미-미국,K5 / Optima,2024,3,19,2024-03-01,기아,세단
북미-미국,K5 / Optima,2023,3,19,2023-03-01,기아,세단
북미-미국,Morning / Picanto,2024,3,124,2024-03-01,기아,경차
북미-미국,Morning / Picanto,2023,3,124,2023-03-01,기아,경차
북미-미국,Morning / Picanto,2024,3,124,2024-03-01,기아,경차
북미-미국,Morning / Picanto,2023,3,124,2023-03-01,기아,경차
북미-미국,Niro,2023,3,960,2023-03-01,기아,SUV
북미-미국,Niro,2024,3,960,2024-03-01,기아,SUV
북미-미국,Niro,2023,3,960,2023-03-01,기아,SUV
북미-미국,Niro EV,2024,3,242,2024-03-01,기아,SUV
북미-미국,Niro EV,2023,3,242,2023-03-01,기아,SUV
북미-미국,Optima / K5,2023,3,1,2023-03-01,기아,세단
북미-미국,Optima / K5,2024,3,1,2024-03-01,기아,세단
북미-미국,Pegas,2024,3,25,2024-03-01,기아,기타
북미-미국,Pegas,2023,3,25,2023-03-01,기아,기타
북미-미국,Pegas,2023,3,25,2023-03-01,기아,기타
북미-미국,Pegas,2024,3,25,2024-03-01,기아,기타
북미-미국,Pride / Rio (SC),2023,3,929,2023-03-01,기아,세단
북미-미국,Pride / Rio (SC),2024,3,929,2024-03-01,기아,세단
북미-미국,Seltos,2024,3,404,2024-03-01,기아,SUV
북미-미국,Seltos,2023,3,404,2023-03-01,기아,SUV
북미-미국,Seltos,2023,3,404,2023-03-01,기아,SUV
북미-미국,Seltos,2024,3,404,2024-03-01,기아,SUV
북미-미국,Seltos,2023,3,404,2023-03-01,기아,SUV
북미-미국,Seltos,2024,3,404,2024-03-01,기아,SUV
북미-미국,Seltos,2023,3,404,2023-03-01,기아,SUV
북미-미국,Sonet,2024,3,1557,2024-03-01,기아,SUV
북미-미국,Sonet,2023,3,1557,2023-03-01,기아,SUV
북미-미국,Sonet,2023,3,1557,2023-03-01,기아,SUV
북미-미국,Sonet,2024,3,1557,2024-03-01,기아,SUV
북미-미국,Sonet,2024,3,1557,2024-03-01,기아,SUV
북미-미국,Sonet,2023,3,1557,2023-03-01,기아,SUV
북미-미국,Sorento,2024,3,131,2024-03-01,기아,SUV
북미-미국,Sorento,2023,3,131,2023-03-01,기아,SUV
북미-미국,Sorento,2024,3,131,2024-03-01,기아,SUV
북미-미국,Sorento,2023,3,131,2023-03-01,기아,SUV
북미-미국,Sorento,2023,3,131,2023-03-01,기아,SUV
북미-미국,Sorento,2024,3,131,2024-03-01,기아,SUV
북미-미국,Soul,2024,3,3271,2024-03-01,기아,SUV
북미-미국,Soul,2024,3,3271,2024-03-01,기아,SUV
북미-미국,Soul,2023,3,3271,2023-03-01,기아,SUV
북미-미국,Sportage,2024,3,574,2024-03-01,기아,SUV
북미-미국,Sportage,2023,3,574,2023-03-01,기아,SUV
북미-미국,Sportage,2024,3,574,2024-03-01,기아,SUV
북미-미국,Sportage,2023,3,574,2023-03-01,기아,SUV
북미-미국,Sportage,2023,3,574,2023-03-01,기아,SUV
북미-미국,Sportage,2024,3,574,2024-03-01,기아,SUV
북미-미국,Sportage,2023,3,574,2023-03-01,기아,SUV
북미-미국,Sportage,2024,3,574,2024-03-01,기아,SUV
북미-미국,Stinger,2024,3,466,2024-03-01,기아,세단
북미-미국,Stinger,2023,3,466,2023-03-01,기아,세단
북미-미국,Stonic,2024,3,134,2024-03-01,기아,SUV
북미-미국,Stonic,2023,3,134,2023-03-01,기아,SUV
북미-미국,Stonic,2024,3,134,2024-03-01,기아,SUV
북미-미국,Stonic,2023,3,134,2023-03-01,기아,SUV
북미-미국,Telluride,2023,3,6916,2023-03-01,기아,SUV
북미-미국,Telluride,2024,3,6916,2024-03-01,기아,SUV
중동·아프리카,Bongo,2023,4,2,2023-04-01,기아,화물차
중동·아프리카,Bongo,2024,4,2,2024-04-01,기아,화물차
중동·아프리카,Bongo (CKD),2023,4,24,2023-04-01,기아,화물차
중동·아프리카,Bongo (CKD),2024,4,24,2024-04-01,기아,화물차
중동·아프리카,Bongo / Frontier,2024,4,117,2024-04-01,기아,화물차
중동·아프리카,Bongo / Frontier,2023,4,117,2023-04-01,기아,화물차
중동·아프리카,Bongo / Frontier,2024,4,117,2024-04-01,기아,화물차
중동·아프리카,Bongo / Frontier,2023,4,117,2023-04-01,기아,화물차
중동·아프리카,Carens MPV,2024,4,25,2024-04-01,기아,기타
중동·아프리카,Carens MPV,2023,4,25,2023-04-01,기아,기타
중동·아프리카,Carens MPV,2024,4,25,2024-04-01,기아,기타
중동·아프리카,Carens MPV,2023,4,25,2023-04-01,기아,기타
중동·아프리카,Carnival / Sedona,2024,4,12,2024-04-01,기아,기타
중동·아프리카,Carnival / Sedona,2023,4,12,2023-04-01,기아,기타
중동·아프리카,Carnival / Sedona,2024,4,12,2024-04-01,기아,기타
중동·아프리카,Carnival / Sedona,2023,4,12,2023-04-01,기아,기타
중동·아프리카,Cee'd,2023,4,4,2023-04-01,기아,기타
중동·아프리카,Cee'd,2024,4,4,2024-04-01,기아,기타
중동·아프리카,Cee'd CUV,2023,4,1,2023-04-01,기아,SUV
중동·아프리카,Cee'd CUV,2024,4,1,2024-04-01,기아,SUV
중동·아프리카,EV5,2024,4,3,2024-04-01,기아,SUV
중동·아프리카,EV5,2023,4,3,2023-04-01,기아,SUV
중동·아프리카,EV5,2024,4,3,2024-04-01,기아,SUV
중동·아프리카,EV6,2023,4,2,2023-04-01,기아,SUV
중동·아프리카,EV6,2024,4,2,2024-04-01,기아,SUV
중동·아프리카,EV6,2023,4,2,2023-04-01,기아,SUV
중동·아프리카,EV9,2024,4,1,2024-04-01,기아,SUV
중동·아프리카,EV9,2024,4,1,2024-04-01,기아,SUV
중동·아프리카,EV9,2023,4,1,2023-04-01,기아,SUV
중동·아프리카,EV9,2024,4,1,2024-04-01,기아,SUV
중동·아프리카,K3,2024,4,5,2024-04-01,기아,기타
중동·아프리카,K3,2023,4,5,2023-04-01,기아,기타
