국가,카테고리,연도,월,날짜,브랜드,판매량
동유럽,SUV,2023,1,2023-01-01,기아,7596
동유럽,SUV,2023,2,2023-02-01,기아,5639
동유럽,SUV,2023,3,2023-03-01,기아,3151
동유럽,SUV,2023,4,2023-04-01,기아,6618
동유럽,SUV,2023,5,2023-05-01,기아,4530
동유럽,SUV,2023,6,2023-06-01,기아,4658
동유럽,SUV,2023,7,2023-07-01,기아,6222
동유럽,SUV,2023,8,2023-08-01,기아,6762
동유럽,SUV,2023,9,2023-09-01,기아,5487
동유럽,SUV,2023,10,2023-10-01,기아,4491
동유럽,SUV,2023,11,2023-11-01,기아,6223
동유럽,SUV,2023,12,2023-12-01,기아,8391
동유럽,SUV,2024,1,2024-01-01,기아,8690
동유럽,SUV,2024,2,2024-02-01,기아,5567
동유럽,SUV,2024,3,2024-03-01,기아,6949
동유럽,SUV,2024,4,2024-04-01,기아,5905
동유럽,SUV,2024,5,2024-05-01,기아,5251
동유럽,SUV,2024,6,2024-06-01,기아,4548
동유럽,SUV,2024,7,2024-07-01,기아,7547
동유럽,SUV,2024,8,2024-08-01,기아,7350
동유럽,SUV,2024,9,2024-09-01,기아,8145
동유럽,SUV,2024,10,2024-10-01,기아,3106
동유럽,SUV,2024,11,2024-11-01,기아,6205
동유럽,SUV,2024,12,2024-12-01,기아,6046
동유럽,SUV,2025,1,2025-01-01,기아,7290
동유럽,경차,2023,1,2023-01-01,기아,242
동유럽,경차,2023,2,2023-02-01,기아,136
동유럽,경차,2023,3,2023-03-01,기아,122
동유럽,경차,2023,4,2023-04-01,기아,203
동유럽,경차,2023,5,2023-05-01,기아,188
동유럽,경차,2023,6,2023-06-01,기아,87
동유럽,경차,2023,7,2023-07-01,기아,68
동유럽,경차,2023,8,2023-08-01,기아,107
동유럽,경차,2023,9,2023-09-01,기아,142
동유럽,경차,2023,10,2023-10-01,기아,172
동유럽,경차,2023,11,2023-11-01,기아,98
동유럽,경차,2023,12,2023-12-01,기아,93
동유럽,경차,2024,1,2024-01-01,기아,111
동유럽,경차,2024,2,2024-02-01,기아,140
동유럽,경차,2024,3,2024-03-01,기아,101
동유럽,경차,2024,4,2024-04-01,기아,192
동유럽,경차,2024,5,2024-05-01,기아,97
동유럽,경차,2024,6,2024-06-01,기아,164
동유럽,경차,2024,7,2024-07-01,기아,86
동유럽,경차,2024,8,2024-08-01,기아,102
동유럽,경차,2024,9,2024-09-01,기아,82
동유럽,경차,2024,10,2024-10-01,기아,73
동유럽,경차,2024,11,2024-11-01,기아,178
동유럽,경차,2024,12,2024-12-01,기아,160
동유럽,경차,2025,1,2025-01-01,기아,150
동유럽,기타,2023,1,2023-01-01,기아,1015
동유럽,기타,2023,2,2023-02-01,기아,449
동유럽,기타,2023,3,2023-03-01,기아,531
동유럽,기타,2023,4,2023-04-01,기아,668
동유럽,기타,2023,5,2023-05-01,기아,367
동유럽,기타,2023,6,2023-06-01,기아,563
동유럽,기타,2023,7,2023-07-01,기아,231
동유럽,기타,2023,8,2023-08-01,기아,248
동유럽,기타,2023,9,2023-09-01,기아,240
동유럽,기타,2023,10,2023-10-01,기아,242
동유럽,기타,2023,11,2023-11-01,기아,341
동유럽,기타,2023,12,2023-12-01,기아,427
동유럽,기타,2024,1,2024-01-01,기아,797
동유럽,기타,2024,2,2024-02-01,기아,324
동유럽,기타,2024,3,2024-03-01,기아,248
동유럽,기타,2024,4,2024-04-01,기아,459
동유럽,기타,2024,5,2024-05-01,기아,249
동유럽,기타,2024,6,2024-06-01,기아,235
동유럽,기타,2024,7,2024-07-01,기아,292
동유럽,기타,2024,8,2024-08-01,기아,469
동유럽,기타,2024,9,2024-09-01,기아,363
동유럽,기타,2024,10,2024-10-01,기아,321
동유럽,기타,2024,11,2024-11-01,기아,299
동유럽,기타,2024,12,2024-12-01,기아,324
동유럽,기타,2025,1,2025-01-01,기아,584
동유럽,세단,2023,1,2023-01-01,기아,993
동유럽,세단,2023,2,2023-02-01,기아,52
동유럽,세단,2023,3,2023-03-01,기아,53
동유럽,세단,2023,4,2023-04-01,기아,29
동유럽,세단,2023,5,2023-05-01,기아,58
동유럽,세단,2023,6,2023-06-01,기아,33
동유럽,세단,2023,7,2023-07-01,기아,64
동유럽,세단,2023,8,2023-08-01,기아,40
동유럽,세단,2023,9,2023-09-01,기아,75
동유럽,세단,2023,10,2023-10-01,기아,53
동유럽,세단,2023,11,2023-11-01,기아,47
동유럽,세단,2023,12,2023-12-01,기아,30
동유럽,세단,2024,1,2024-01-01,기아,839
동유럽,세단,2024,2,2024-02-01,기아,52
동유럽,세단,2024,3,2024-03-01,기아,52
동유럽,세단,2024,4,2024-04-01,기아,28
동유럽,세단,2024,5,2024-05-01,기아,70
동유럽,세단,2024,6,2024-06-01,기아,70
동유럽,세단,2024,7,2024-07-01,기아,52
동유럽,세단,2024,8,2024-08-01,기아,48
동유럽,세단,2024,9,2024-09-01,기아,31
동유럽,세단,2024,10,2024-10-01,기아,34
동유럽,세단,2024,11,2024-11-01,기아,33
동유럽,세단,2024,12,2024-12-01,기아,47
동유럽,세단,2025,1,2025-01-01,기아,317
동유럽,화물차,2023,1,2023-01-01,기아,46
동유럽,화물차,2023,2,2023-02-01,기아,26
동유럽,화물차,2023,3,2023-03-01,기아,62
동유럽,화물차,2023,4,2023-04-01,기아,29
동유럽,화물차,2023,5,2023-05-01,기아,44
동유럽,화물차,2023,6,2023-06-01,기아,35
동유럽,화물차,2023,7,2023-07-01,기아,43
동유럽,화물차,2023,8,2023-08-01,기아,23
동유럽,화물차,2023,9,2023-09-01,기아,53
동유럽,화물차,2023,10,2023-10-01,기아,28
동유럽,화물차,2023,11,2023-11-01,기아,25
동유럽,화물차,2023,12,2023-12-01,기아,51
동유럽,화물차,2024,1,2024-01-01,기아,93
동유럽,화물차,2024,2,2024-02-01,기아,46
동유럽,화물차,2024,3,2024-03-01,기아,25
동유럽,화물차,2024,4,2024-04-01,기아,47
동유럽,화물차,2024,5,2024-05-01,기아,37
동유럽,화물차,2024,6,2024-06-01,기아,61
동유럽,화물차,2024,7,2024-07-01,기아,27
동유럽,화물차,2024,8,2024-08-01,기아,55
동유럽,화물차,2024,9,2024-09-01,기아,33
동유럽,화물차,2024,10,2024-10-01,기아,37
동유럽,화물차,2024,11,2024-11-01,기아,61
동유럽,화물차,2024,12,2024-12-01,기아,68
동유럽,화물차,2025,1,2025-01-01,기아,48
북미-멕시코,SUV,2023,1,2023-01-01,기아,8260
북미-멕시코,SUV,2023,2,2023-02-01,기아,6144
북미-멕시코,SUV,2023,3,2023-03-01,기아,8538
북미-멕시코,SUV,2023,4,2023-04-01,기아,6179
북미-멕시코,SUV,2023,5,2023-05-01,기아,4586
북미-멕시코,SUV,2023,6,2023-06-01,기아,5373
북미-멕시코,SUV,2023,7,2023-07-01,기아,7628
북미-멕시코,SUV,2023,8,2023-08-01,기아,8487
북미-멕시코,SUV,2023,9,2023-09-01,기아,7360
북미-멕시코,SUV,2023,10,2023-10-01,기아,3284
북미-멕시코,SUV,2023,11,2023-11-01,기아,7079
북미-멕시코,SUV,2023,12,2023-12-01,기아,3953
북미-멕시코,SUV,2024,1,2024-01-01,기아,8128
북미-멕시코,SUV,2024,2,2024-02-01,기아,7328
북미-멕시코,SUV,2024,3,2024-03-01,기아,5296
북미-멕시코,SUV,2024,4,2024-04-01,기아,8016
북미-멕시코,SUV,2024,5,2024-05-01,기아,8313
북미-멕시코,SUV,2024,6,2024-06-01,기아,6035
북미-멕시코,SUV,2024,7,2024-07-01,기아,5336
북미-멕시코,SUV,2024,8,2024-08-01,기아,8602
북미-멕시코,SUV,2024,9,2024-09-01,기아,7112
북미-멕시코,SUV,2024,10,2024-10-01,기아,6697
북미-멕시코,SUV,2024,11,2024-11-01,기아,5097
북미-멕시코,SUV,2024,12,2024-12-01,기아,5639
북미-멕시코,SUV,2025,1,2025-01-01,기아,8009
북미-멕시코,기타,2023,1,2023-01-01,기아,1052
북미-멕시코,기타,2023,2,2023-02-01,기아,8
북미-멕시코,기타,2023,3,2023-03-01,기아,10
북미-멕시코,기타,2023,4,2023-04-01,기아,9
북미-멕시코,기타,2023,5,2023-05-01,기아,6
북미-멕시코,기타,2023,6,2023-06-01,기아,9
북미-멕시코,기타,2023,7,2023-07-01,기아,9
북미-멕시코,기타,2023,8,2023-08-01,기아,5
북미-멕시코,기타,2023,9,2023-09-01,기아,11
북미-멕시코,기타,2023,10,2023-10-01,기아,6
북미-멕시코,기타,2023,11,2023-11-01,기아,11
북미-멕시코,기타,2023,12,2023-12-01,기아,7
북미-멕시코,기타,2024,1,2024-01-01,기아,840
북미-멕시코,기타,2024,2,2024-02-01,기아,8
북미-멕시코,기타,2024,3,2024-03-01,기아,10
북미-멕시코,기타,2024,4,2024-04-01,기아,7
북미-멕시코,기타,2024,5,2024-05-01,기아,9
북미-멕시코,기타,2024,6,2024-06-01,기아,4
북미-멕시코,기타,2024,7,2024-07-01,기아,8
북미-멕시코,기타,2024,8,2024-08-01,기아,4
북미-멕시코,기타,2024,9,2024-09-01,기아,6
북미-멕시코,기타,2024,10,2024-10-01,기아,10
북미-멕시코,기타,2024,11,2024-11-01,기아,7
북미-멕시코,기타,2024,12,2024-12-01,기아,6
북미-멕시코,기타,2025,1,2025-01-01,기아,10
북미-멕시코,세단,2023,1,2023-01-01,기아,4060
북미-멕시코,세단,2023,2,2023-02-01,기아,3998
북미-멕시코,세단,2023,3,2023-03-01,기아,3889
북미-멕시코,세단,2023,4,2023-04-01,기아,3823
북미-멕시코,세단,2023,5,2023-05-01,기아,2192
북미-멕시코,세단,2023,6,2023-06-01,기아,4645
북미-멕시코,세단,2023,7,2023-07-01,기아,5156
북미-멕시코,세단,2023,8,2023-08-01,기아,4533
북미-멕시코,세단,2023,9,2023-09-01,기아,2422
북미-멕시코,세단,2023,10,2023-10-01,기아,5789
북미-멕시코,세단,2023,11,2023-11-01,기아,4803
북미-멕시코,세단,2023,12,2023-12-01,기아,5465
북미-멕시코,세단,2024,1,2024-01-01,기아,4490
북미-멕시코,세단,2024,2,2024-02-01,기아,3998
북미-멕시코,세단,2024,3,2024-03-01,기아,3402
북미-멕시코,세단,2024,4,2024-04-01,기아,3767
북미-멕시코,세단,2024,5,2024-05-01,기아,2737
북미-멕시코,세단,2024,6,2024-06-01,기아,5106
북미-멕시코,세단,2024,7,2024-07-01,기아,3346
북미-멕시코,세단,2024,8,2024-08-01,기아,3536
북미-멕시코,세단,2024,9,2024-09-01,기아,2508
북미-멕시코,세단,2024,10,2024-10-01,기아,3614
북미-멕시코,세단,2024,11,2024-11-01,기아,2764
북미-멕시코,세단,2024,12,2024-12-01,기아,3581
북미-멕시코,세단,2025,1,2025-01-01,기아,2939
북미-미국,SUV,2023,1,2023-01-01,기아,46201
북미-미국,SUV,2023,2,2023-02-01,기아,24401
북미-미국,SUV,2023,3,2023-03-01,기아,14355
북미-미국,SUV,2023,4,2023-04-01,기아,18675
북미-미국,SUV,2023,5,2023-05-01,기아,12596
북미-미국,SUV,2023,6,2023-06-01,기아,19938
북미-미국,SUV,2023,7,2023-07-01,기아,21096
북미-미국,SUV,2023,8,2023-08-01,기아,22729
북미-미국,SUV,2023,9,2023-09-01,기아,13564
북미-미국,SUV,2023,10,2023-10-01,기아,12762
북미-미국,SUV,2023,11,2023-11-01,기아,17732
북미-미국,SUV,2023,12,2023-12-01,기아,14262
북미-미국,SUV,2024,1,2024-01-01,기아,46357
북미-미국,SUV,2024,2,2024-02-01,기아,26374
북미-미국,SUV,2024,3,2024-03-01,기아,30113
북미-미국,SUV,2024,4,2024-04-01,기아,20257
북미-미국,SUV,2024,5,2024-05-01,기아,24410
북미-미국,SUV,2024,6,2024-06-01,기아,34470
북미-미국,SUV,2024,7,2024-07-01,기아,15656
북미-미국,SUV,2024,8,2024-08-01,기아,16896
북미-미국,SUV,2024,9,2024-09-01,기아,15662
북미-미국,SUV,2024,10,2024-10-01,기아,25204
북미-미국,SUV,2024,11,2024-11-01,기아,30800
북미-미국,SUV,2024,12,2024-12-01,기아,31249
북미-미국,SUV,2025,1,2025-01-01,기아,52008
북미-미국,SUV,2023,1,2023-01-01,현대,60943
북미-미국,SUV,2023,2,2023-02-01,현대,70114
북미-미국,SUV,2023,3,2023-03-01,현대,87661
북미-미국,SUV,2023,4,2023-04-01,현대,78736
북미-미국,SUV,2023,5,2023-05-01,현대,77301
북미-미국,SUV,2023,6,2023-06-01,현대,78366
북미-미국,SUV,2023,7,2023-07-01,현대,71363
북미-미국,SUV,2023,8,2023-08-01,현대,81851
북미-미국,SUV,2023,9,2023-09-01,현대,82511
북미-미국,SUV,2023,10,2023-10-01,현대,78577
북미-미국,SUV,2023,11,2023-11-01,현대,84547
북미-미국,SUV,2023,12,2023-12-01,현대,88058
북미-미국,SUV,2024,1,2024-01-01,현대,66468
북미-미국,SUV,2024,2,2024-02-01,현대,73562
북미-미국,SUV,2024,3,2024-03-01,현대,84555
북미-미국,SUV,2024,4,2024-04-01,현대,83218
북미-미국,SUV,2024,5,2024-05-01,현대,83952
북미-미국,SUV,2024,6,2024-06-01,현대,77117
북미-미국,SUV,2024,7,2024-07-01,현대,70040
북미-미국,SUV,2024,8,2024-08-01,현대,89948
북미-미국,SUV,2024,9,2024-09-01,현대,72966
북미-미국,SUV,2024,10,2024-10-01,현대,86178
북미-미국,SUV,2024,11,2024-11-01,현대,83603
북미-미국,SUV,2024,12,2024-12-01,현대,82384
북미-미국,SUV,2025,1,2025-01-01,현대,61986
북미-미국,경차,2023,1,2023-01-01,기아,248
북미-미국,경차,2023,2,2023-02-01,기아,369
북미-미국,경차,2023,3,2023-03-01,기아,302
북미-미국,경차,2023,4,2023-04-01,기아,276
북미-미국,경차,2023,5,2023-05-01,기아,210
북미-미국,경차,2023,6,2023-06-01,기아,175
북미-미국,경차,2023,7,2023-07-01,기아,330
북미-미국,경차,2023,8,2023-08-01,기아,241
북미-미국,경차,2023,9,2023-09-01,기아,296
북미-미국,경차,2023,10,2023-10-01,기아,228
북미-미국,경차,2023,11,2023-11-01,기아,358
북미-미국,경차,2023,12,2023-12-01,기아,360
북미-미국,경차,2024,1,2024-01-01,기아,230
북미-미국,경차,2024,2,2024-02-01,기아,361
북미-미국,경차,2024,3,2024-03-01,기아,224
북미-미국,경차,2024,4,2024-04-01,기아,214
북미-미국,경차,2024,5,2024-05-01,기아,209
북미-미국,경차,2024,6,2024-06-01,기아,183
북미-미국,경차,2024,7,2024-07-01,기아,165
북미-미국,경차,2024,8,2024-08-01,기아,316
북미-미국,경차,2024,9,2024-09-01,기아,194
북미-미국,경차,2024,10,2024-10-01,기아,366
북미-미국,경차,2024,11,2024-11-01,기아,229
북미-미국,경차,2024,12,2024-12-01,기아,198
북미-미국,경차,2025,1,2025-01-01,기아,369
북미-미국,기타,2023,1,2023-01-01,기아,10756
북미-미국,기타,2023,2,2023-02-01,기아,1320
북미-미국,기타,2023,3,2023-03-01,기아,1527
북미-미국,기타,2023,4,2023-04-01,기아,821
북미-미국,기타,2023,5,2023-05-01,기아,776
북미-미국,기타,2023,6,2023-06-01,기아,1782
북미-미국,기타,2023,7,2023-07-01,기아,1206
북미-미국,기타,2023,8,2023-08-01,기아,1775
북미-미국,기타,2023,9,2023-09-01,기아,962
북미-미국,기타,2023,10,2023-10-01,기아,1457
북미-미국,기타,2023,11,2023-11-01,기아,699
북미-미국,기타,2023,12,2023-12-01,기아,1766
북미-미국,기타,2024,1,2024-01-01,기아,12894
북미-미국,기타,2024,2,2024-02-01,기아,1320
북미-미국,기타,2024,3,2024-03-01,기아,1286
북미-미국,기타,2024,4,2024-04-01,기아,1822
북미-미국,기타,2024,5,2024-05-01,기아,1634
북미-미국,기타,2024,6,2024-06-01,기아,1881
북미-미국,기타,2024,7,2024-07-01,기아,869
북미-미국,기타,2024,8,2024-08-01,기아,1038
북미-미국,기타,2024,9,2024-09-01,기아,842
북미-미국,기타,2024,10,2024-10-01,기아,1824
북미-미국,기타,2024,11,2024-11-01,기아,1766
북미-미국,기타,2024,12,2024-12-01,기아,1130
북미-미국,기타,2025,1,2025-01-01,기아,4628
북미-미국,기타,2023,1,2023-01-01,현대,4260
북미-미국,기타,2023,2,2023-02-01,현대,4739
북미-미국,기타,2023,3,2023-03-01,현대,5554
북미-미국,기타,2023,4,2023-04-01,현대,6613
북미-미국,기타,2023,5,2023-05-01,현대,6685
북미-미국,기타,2023,6,2023-06-01,현대,8313
북미-미국,기타,2023,7,2023-07-01,현대,9493
북미-미국,기타,2023,8,2023-08-01,현대,9149
북미-미국,기타,2023,9,2023-09-01,현대,10153
북미-미국,기타,2023,10,2023-10-01,현대,7804
북미-미국,기타,2023,11,2023-11-01,현대,7428
북미-미국,기타,2023,12,2023-12-01,현대,9283
북미-미국,기타,2024,1,2024-01-01,현대,4911
북미-미국,기타,2024,2,2024-02-01,현대,5583
북미-미국,기타,2024,3,2024-03-01,현대,9373
북미-미국,기타,2024,4,2024-04-01,현대,8594
북미-미국,기타,2024,5,2024-05-01,현대,8835
북미-미국,기타,2024,6,2024-06-01,현대,7930
북미-미국,기타,2024,7,2024-07-01,현대,7686
북미-미국,기타,2024,8,2024-08-01,현대,9780
북미-미국,기타,2024,9,2024-09-01,현대,7988
북미-미국,기타,2024,10,2024-10-01,현대,9452
북미-미국,기타,2024,11,2024-11-01,현대,10851
북미-미국,기타,2024,12,2024-12-01,현대,10480
북미-미국,기타,2025,1,2025-01-01,현대,5934
북미-미국,세단,2023,1,2023-01-01,기아,6075
북미-미국,세단,2023,2,2023-02-01,기아,1453
북미-미국,세단,2023,3,2023-03-01,기아,1938
북미-미국,세단,2023,4,2023-04-01,기아,1992
북미-미국,세단,2023,5,2023-05-01,기아,2179
북미-미국,세단,2023,6,2023-06-01,기아,1427
북미-미국,세단,2023,7,2023-07-01,기아,1522
북미-미국,세단,2023,8,2023-08-01,기아,1710
북미-미국,세단,2023,9,2023-09-01,기아,1547
북미-미국,세단,2023,10,2023-10-01,기아,2013
북미-미국,세단,2023,11,2023-11-01,기아,2075
북미-미국,세단,2023,12,2023-12-01,기아,1053
북미-미국,세단,2024,1,2024-01-01,기아,4273
북미-미국,세단,2024,2,2024-02-01,기아,1453
북미-미국,세단,2024,3,2024-03-01,기아,1799
북미-미국,세단,2024,4,2024-04-01,기아,780
북미-미국,세단,2024,5,2024-05-01,기아,1988
북미-미국,세단,2024,6,2024-06-01,기아,742
북미-미국,세단,2024,7,2024-07-01,기아,1801
북미-미국,세단,2024,8,2024-08-01,기아,1028
북미-미국,세단,2024,9,2024-09-01,기아,1812
북미-미국,세단,2024,10,2024-10-01,기아,1825
북미-미국,세단,2024,11,2024-11-01,기아,2092
북미-미국,세단,2024,12,2024-12-01,기아,1547
북미-미국,세단,2025,1,2025-01-01,기아,5792
북미-미국,세단,2023,1,2023-01-01,현대,15325
북미-미국,세단,2023,2,2023-02-01,현대,16908
북미-미국,세단,2023,3,2023-03-01,현대,21764
북미-미국,세단,2023,4,2023-04-01,현대,20909
북미-미국,세단,2023,5,2023-05-01,현대,22948
북미-미국,세단,2023,6,2023-06-01,현대,17474
북미-미국,세단,2023,7,2023-07-01,현대,15114
북미-미국,세단,2023,8,2023-08-01,현대,14666
북미-미국,세단,2023,9,2023-09-01,현대,12813
북미-미국,세단,2023,10,2023-10-01,현대,11923
북미-미국,세단,2023,11,2023-11-01,현대,11141
북미-미국,세단,2023,12,2023-12-01,현대,11806
북미-미국,세단,2024,1,2024-01-01,현대,10028
북미-미국,세단,2024,2,2024-02-01,현대,12818
북미-미국,세단,2024,3,2024-03-01,현대,17199
북미-미국,세단,2024,4,2024-04-01,현대,15457
북미-미국,세단,2024,5,2024-05-01,현대,20018
북미-미국,세단,2024,6,2024-06-01,현대,17958
북미-미국,세단,2024,7,2024-07-01,현대,19526
북미-미국,세단,2024,8,2024-08-01,현대,20339
북미-미국,세단,2024,9,2024-09-01,현대,16768
북미-미국,세단,2024,10,2024-10-01,현대,18458
북미-미국,세단,2024,11,2024-11-01,현대,18322
북미-미국,세단,2024,12,2024-12-01,현대,19234
북미-미국,세단,2025,1,2025-01-01,현대,13630
북미-미국,화물차,2023,1,2023-01-01,기아,1234
북미-미국,화물차,2023,2,2023-02-01,기아,946
북미-미국,화물차,2023,3,2023-03-01,기아,694
북미-미국,화물차,2023,4,2023-04-01,기아,1249
북미-미국,화물차,2023,5,2023-05-01,기아,1366
북미-미국,화물차,2023,6,2023-06-01,기아,1058
북미-미국,화물차,2023,7,2023-07-01,기아,1482
북미-미국,화물차,2023,8,2023-08-01,기아,1126
북미-미국,화물차,2023,9,2023-09-01,기아,1165
북미-미국,화물차,2023,10,2023-10-01,기아,826
북미-미국,화물차,2023,11,2023-11-01,기아,1269
북미-미국,화물차,2023,12,2023-12-01,기아,750
북미-미국,화물차,2024,1,2024-01-01,기아,895
북미-미국,화물차,2024,2,2024-02-01,기아,946
북미-미국,화물차,2024,3,2024-03-01,기아,1055
북미-미국,화물차,2024,4,2024-04-01,기아,1156
북미-미국,화물차,2024,5,2024-05-01,기아,1762
북미-미국,화물차,2024,6,2024-06-01,기아,1618
