Plant,Model,Month,Sales
Slovakia Plant,Ceed,25-10,0.0
Slovakia Plant,Ceed CUV,25-10,0.0
Slovakia Plant,Sportage,25-10,0.0
Mexico Plant,Rio,25-10,0.0
Mexico Plant,K3,25-10,0.0
Mexico Plant,K4,25-10,0.0
Mexico Plant,Tucson,25-10,0.0
India Plant,Syros,25-10,0.0
India Plant,Sonet,25-10,0.0
India Plant,Seltos,25-10,0.0
India Plant,Carens,25-10,0.0
India Plant,Carnival,25-10,0.0
US Plant,K5,25-11,0.0
US Plant,Sportage,25-11,0.0
US Plant,Sorento,25-11,0.0
US Plant,Telluride,25-11,0.0
China Plant,Pegas,25-11,0.0
China Plant,K2,25-11,0.0
China Plant,Cerato,25-11,0.0
China Plant,K3,25-11,0.0
China Plant,K3,25-11,0.0
China Plant,K4,25-11,0.0
China Plant,K5,25-11,0.0
China Plant,KX1,25-11,0.0
China Plant,KX3,25-11,0.0
China Plant,Zhipao,25-11,0.0
China Plant,EV5,25-11,0.0
China Plant,KX5,25-11,0.0
China Plant,KX7,25-11,0.0
China Plant,Carnival,25-11,0.0
Slovakia Plant,Ceed,25-11,0.0
Slovakia Plant,Ceed CUV,25-11,0.0
Slovakia Plant,Sportage,25-11,0.0
Mexico Plant,Rio,25-11,0.0
Mexico Plant,K3,25-11,0.0
Mexico Plant,Accent,25-11,0.0
India Plant,Sonet,25-11,0.0
India Plant,Seltos,25-11,0.0
India Plant,Carens,25-11,0.0
India Plant,Carnival,25-11,0.0
US Plant,K5,25-11,0.0
US Plant,Sportage,25-11,0.0
US Plant,Sorento,25-11,0.0
US Plant,Telluride,25-11,0.0
US Plant,EV9,25-11,0.0
China Plants,Pegas,25-11,0.0
China Plants,K3,25-11,0.0
China Plants,K3,25-11,0.0
China Plants,K4,25-11,0.0
China Plants,K5,25-11,0.0
China Plants,KX1,25-11,0.0
China Plants,Sonet,25-11,0.0
China Plants,KX3,25-11,0.0
China Plants,Zhipao,25-11,0.0
China Plants,EV5,25-11,0.0
China Plants,KX5,25-11,0.0
China Plants,Carnival,25-11,0.0
Slovakia Plant,Ceed,25-11,0.0
Slovakia Plant,Ceed CUV,25-11,0.0
Slovakia Plant,Sportage,25-11,0.0
Mexico Plant,Rio,25-11,0.0
Mexico Plant,K3,25-11,0.0
Mexico Plant,K4,25-11,0.0
Mexico Plant,Tucson,25-11,0.0
India Plant,Sonet,25-11,0.0
India Plant,Seltos,25-11,0.0
India Plant,Carens,25-11,0.0
India Plant,Carnival,25-11,0.0
US Plant,K5,25-11,0.0
US Plant,Sportage,25-11,0.0
US Plant,Sorento,25-11,0.0
US Plant,Telluride,25-11,0.0
US Plant,EV6,25-11,0.0
US Plant,EV9,25-11,0.0
China Plants,Pegas,25-11,0.0
China Plants,K3,25-11,0.0
China Plants,K3,25-11,0.0
China Plants,K5,25-11,0.0
China Plants,KX1,25-11,0.0
China Plants,Sonet,25-11,0.0
China Plants,KX3,25-11,0.0
China Plants,Zhipao,25-11,0.0
China Plants,EV5,25-11,0.0
China Plants,KX5,25-11,0.0
China Plants,Carnival,25-11,0.0
Slovakia Plant,Ceed,25-11,0.0
Slovakia Plant,Ceed CUV,25-11,0.0
Slovakia Plant,Sportage,25-11,0.0
Mexico Plant,Rio,25-11,0.0
Mexico Plant,K3,25-11,0.0
Mexico Plant,K4,25-11,0.0
Mexico Plant,Tucson,25-11,0.0
India Plant,Syros,25-11,0.0
India Plant,Sonet,25-11,0.0
India Plant,Seltos,25-11,0.0
India Plant,Carens,25-11,0.0
India Plant,Carnival,25-11,0.0
US Plant,K5,25-12,0.0
US Plant,Sportage,25-12,0.0
US Plant,Sorento,25-12,0.0
US Plant,Telluride,25-12,0.0
China Plant,Pegas,25-12,0.0
China Plant,K2,25-12,0.0
China Plant,Cerato,25-12,0.0
China Plant,K3,25-12,0.0
China Plant,K3,25-12,0.0
China Plant,K4,25-12,0.0
China Plant,K5,25-12,0.0
China Plant,KX1,25-12,0.0
China Plant,KX3,25-12,0.0
China Plant,Zhipao,25-12,0.0
China Plant,EV5,25-12,0.0
China Plant,KX5,25-12,0.0
China Plant,KX7,25-12,0.0
China Plant,Carnival,25-12,0.0
Slovakia Plant,Ceed,25-12,0.0
Slovakia Plant,Ceed CUV,25-12,0.0
Slovakia Plant,Sportage,25-12,0.0
Mexico Plant,Rio,25-12,0.0
Mexico Plant,K3,25-12,0.0
Mexico Plant,Accent,25-12,0.0
India Plant,Sonet,25-12,0.0
India Plant,Seltos,25-12,0.0
India Plant,Carens,25-12,0.0
India Plant,Carnival,25-12,0.0
US Plant,K5,25-12,0.0
US Plant,Sportage,25-12,0.0
US Plant,Sorento,25-12,0.0
US Plant,Telluride,25-12,0.0
US Plant,EV9,25-12,0.0
China Plants,Pegas,25-12,0.0
China Plants,K3,25-12,0.0
China Plants,K3,25-12,0.0
China Plants,K4,25-12,0.0
China Plants,K5,25-12,0.0
China Plants,KX1,25-12,0.0
China Plants,Sonet,25-12,0.0
China Plants,KX3,25-12,0.0
China Plants,Zhipao,25-12,0.0
China Plants,EV5,25-12,0.0
China Plants,KX5,25-12,0.0
China Plants,Carnival,25-12,0.0
Slovakia Plant,Ceed,25-12,0.0
Slovakia Plant,Ceed CUV,25-12,0.0
Slovakia Plant,Sportage,25-12,0.0
Mexico Plant,Rio,25-12,0.0
Mexico Plant,K3,25-12,0.0
Mexico Plant,K4,25-12,0.0
Mexico Plant,Tucson,25-12,0.0
India Plant,Sonet,25-12,0.0
India Plant,Seltos,25-12,0.0
India Plant,Carens,25-12,0.0
India Plant,Carnival,25-12,0.0
US Plant,K5,25-12,0.0
US Plant,Sportage,25-12,0.0
US Plant,Sorento,25-12,0.0
US Plant,Telluride,25-12,0.0
US Plant,EV6,25-12,0.0
US Plant,EV9,25-12,0.0
China Plants,Pegas,25-12,0.0
China Plants,K3,25-12,0.0
China Plants,K3,25-12,0.0
China Plants,K5,25-12,0.0
China Plants,KX1,25-12,0.0
China Plants,Sonet,25-12,0.0
China Plants,KX3,25-12,0.0
China Plants,Zhipao,25-12,0.0
China Plants,EV5,25-12,0.0
China Plants,KX5,25-12,0.0
China Plants,Carnival,25-12,0.0
Slovakia Plant,Ceed,25-12,0.0
Slovakia Plant,Ceed CUV,25-12,0.0
Slovakia Plant,Sportage,25-12,0.0
Mexico Plant,Rio,25-12,0.0
Mexico Plant,K3,25-12,0.0
Mexico Plant,K4,25-12,0.0
Mexico Plant,Tucson,25-12,0.0
India Plant,Syros,25-12,0.0
India Plant,Sonet,25-12,0.0
India Plant,Seltos,25-12,0.0
India Plant,Carens,25-12,0.0
India Plant,Carnival,25-12,0.0
